,Unnamed: 0,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,DATE,TIME,DAY,MIN,DATETIME,MATCH_TENTH_KM
18715,18715,I192030082,1001,Counterfeiting,FORGERY / COUNTERFEITING,D4,285,,2019-04-24 11:15,2019,4,Wednesday,11,Part Two,TREMONT ST,42.33613157,-71.08616978,"(42.33613157, -71.08616978)",2019-04-24,11:15,24,15,2019-04-24 11:15,TRUE
18872,18872,I192042346,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,937,,2019-06-04 12:00,2019,6,Tuesday,12,Part Two,SHAWMUT AVE,42.33632386,-71.07956047,"(42.33632386, -71.07956047)",2019-06-04,12:00,4,0,2019-06-04 12:00,TRUE
18953,18953,I192003880,2647,Other,THREATS TO DO BODILY HARM,D4,285,,2019-01-15 9:59,2019,1,Tuesday,9,Part Two,TREMONT ST,42.33640891,-71.08565039,"(42.33640891, -71.08565039)",2019-01-15,9:59,15,59,2019-01-15 9:59,TRUE
18956,18956,I192031503,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,222,,2019-04-29 12:18,2019,4,Monday,12,Part Two,E THIRD ST,42.33643056,-71.03961349,"(42.33643056, -71.03961349)",2019-04-29,12:18,29,18,2019-04-29 12:18,TRUE
19004,19004,192088172,3410,,TOWED MOTOR VEHICLE,C6,197,0,2019-10-31 11:00,2019,10,Thursday,11,,W SEVENTH ST,42.336485,-71.054245,"(42.33648500, -71.05424500)",2019-10-31,11:00,31,0,2019-10-31 11:00,TRUE
19068,19068,I192006747,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C6,212,,2019-01-26 9:02,2019,1,Saturday,9,Part Three,DORCHESTER ST,42.33658996,-71.0441259,"(42.33658996, -71.04412590)",2019-01-26,9:02,26,2,2019-01-26 9:02,TRUE
19093,19093,I192058945,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,911,,2019-07-30 10:15,2019,7,Tuesday,10,Part Two,RUGGLES ST,42.33664604,-71.09285448,"(42.33664604, -71.09285448)",2019-07-30,10:15,30,15,2019-07-30 10:15,TRUE
19095,19095,I192031440,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B2,911,,2019-04-29 9:02,2019,4,Monday,9,Part Two,RUGGLES ST,42.33664604,-71.09285448,"(42.33664604, -71.09285448)",2019-04-29,9:02,29,2,2019-04-29 9:02,TRUE
19118,19118,I192002053,3115,Investigate Person,INVESTIGATE PERSON,D4,273,,2019-01-08 13:36,2019,1,Tuesday,13,Part Three,NORTHAMPTON ST,42.33665048,-71.07841035,"(42.33665048, -71.07841035)",2019-01-08,13:36,8,36,2019-01-08 13:36,TRUE
19175,19175,I192063355,1402,Vandalism,VANDALISM,D4,170,,2019-08-13 11:45,2019,8,Tuesday,11,Part Two,WASHINGTON ST,42.33675016,-71.07662788,"(42.33675016, -71.07662788)",2019-08-13,11:45,13,45,2019-08-13 11:45,TRUE
19316,19316,I192054882,3410,Towed,TOWED MOTOR VEHICLE,D4,273,,2019-07-16 20:35,2019,7,Tuesday,20,Part Three,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.33689150, -71.07755100)",2019-07-16,20:35,16,35,2019-07-16 20:35,TRUE
19317,19317,I192039185,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,D4,273,,2019-05-24 8:30,2019,5,Friday,8,Part Two,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.33689150, -71.07755100)",2019-05-24,8:30,24,30,2019-05-24 8:30,TRUE
19402,19402,I192032094,617,Larceny,LARCENY THEFT FROM BUILDING,D4,285,,2019-03-21 10:44,2019,3,Thursday,10,Part One,TREMONT ST,42.33698202,-71.08458699,"(42.33698202, -71.08458699)",2019-03-21,10:44,21,44,2019-03-21 10:44,TRUE
19403,19403,I192006185,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,D4,285,,2019-01-24 10:09,2019,1,Thursday,10,Part Three,TREMONT ST,42.33698202,-71.08458699,"(42.33698202, -71.08458699)",2019-01-24,10:09,24,9,2019-01-24 10:09,TRUE
19435,19435,I192002852,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,D4,273,,2019-01-10 10:00,2019,1,Thursday,10,Part Two,SHAWMUT AVE,42.33701214,-71.07853797,"(42.33701214, -71.07853797)",2019-01-10,10:00,10,0,2019-01-10 10:00,TRUE
19441,19441,I192037803,3410,Towed,TOWED MOTOR VEHICLE,C6,214,,2019-05-21 10:47,2019,5,Tuesday,10,Part Three,W FIFTH ST,42.33702107,-71.05170118,"(42.33702107, -71.05170118)",2019-05-21,10:47,21,47,2019-05-21 10:47,TRUE
19465,19465,192094820,3410,,TOWED MOTOR VEHICLE,C6, ,0,2019-11-23 8:00,2019,11,Saturday,8,,E SECOND ST,42.337199,-71.042501,"(42.33719900, -71.04250100)",2019-11-23,8:00,23,0,2019-11-23 8:00,TRUE
19466,19466,I192040150,3410,Towed,TOWED MOTOR VEHICLE,C6,221,,2019-05-29 8:28,2019,5,Wednesday,8,Part Three,E SECOND ST,42.33719922,-71.0425015,"(42.33719922, -71.04250150)",2019-05-29,8:28,29,28,2019-05-29 8:28,TRUE
19537,19537,I192053829,3410,Towed,TOWED MOTOR VEHICLE,D4,273,,2019-07-13 11:28,2019,7,Saturday,11,Part Three,NORTHAMPTON ST,42.33729692,-71.07919582,"(42.33729692, -71.07919582)",2019-07-13,11:28,13,28,2019-07-13 11:28,TRUE
19559,19559,192086349,3115,,INVESTIGATE PERSON,B2,613,0,2019-10-24 21:23,2019,10,Thursday,21,,FRANCIS ST,42.337308,-71.109773,"(42.33730800, -71.10977300)",2019-10-24,21:23,24,23,2019-10-24 21:23,TRUE
19569,19569,I192070160,2647,Other,THREATS TO DO BODILY HARM,C6,214,,2019-09-03 10:07,2019,9,Tuesday,10,Part Two,W BROADWAY,42.33731438,-71.04852327,"(42.33731438, -71.04852327)",2019-09-03,10:07,3,7,2019-09-03 10:07,TRUE
19577,19577,I192064300,3410,Towed,TOWED MOTOR VEHICLE,C6,213,,2019-08-16 9:42,2019,8,Friday,9,Part Three,W BROADWAY,42.33731438,-71.04852327,"(42.33731438, -71.04852327)",2019-08-16,9:42,16,42,2019-08-16 9:42,TRUE
19593,19593,I192004904,617,Larceny,LARCENY THEFT FROM BUILDING,C6,214,,2019-01-18 13:00,2019,1,Friday,13,Part One,W BROADWAY,42.33731438,-71.04852327,"(42.33731438, -71.04852327)",2019-01-18,13:00,18,0,2019-01-18 13:00,TRUE
19703,19703,I192004780,3410,Towed,TOWED MOTOR VEHICLE,C6,224,,2019-01-18 11:06,2019,1,Friday,11,Part Three,E SECOND ST,42.33743805,-71.02846551,"(42.33743805, -71.02846551)",2019-01-18,11:06,18,6,2019-01-18 11:06,TRUE
19806,19806,I192003837,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E18,496,,2019-01-14 19:04,2019,1,Monday,19,Part One,LONGWOOD AVE,42.33744152,-71.10428096,"(42.33744152, -71.10428096)",2019-01-14,19:04,14,4,2019-01-14 19:04,TRUE
19827,19827,I192030548,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,D4,151,,2019-04-25 19:44,2019,4,Thursday,19,Part Three,E NEWTON ST,42.33748967,-71.07196107,"(42.33748967, -71.07196107)",2019-04-25,19:44,25,44,2019-04-25 19:44,TRUE
19837,19837,192101239,3006,,SICK/INJURED/MEDICAL - PERSON,C6,936,0,2019-12-16 16:27,2019,12,Monday,16,,W SEVENTH ST,42.337509,-71.055824,"(42.33750900, -71.05582400)",2019-12-16,16:27,16,27,2019-12-16 16:27,TRUE
19873,19873,I192052987,3201,Property Lost,PROPERTY - LOST,D4,284,,2019-07-10 11:30,2019,7,Wednesday,11,Part Three,COLUMBUS AVE,42.3375685,-71.0859405,"(42.33756850, -71.08594050)",2019-07-10,11:30,10,30,2019-07-10 11:30,TRUE
19906,19906,I192037552,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,168,,2019-05-20 12:30,2019,5,Monday,12,Part Three,FATHER FRANCIS J GILDAY S,42.33760828,-71.07333879,"(42.33760828, -71.07333879)",2019-05-20,12:30,20,30,2019-05-20 12:30,TRUE
19976,19976,I192032078,3115,Investigate Person,INVESTIGATE PERSON,C6,213,,2019-05-01 12:29,2019,5,Wednesday,12,Part Three,W THIRD ST,42.33768604,-71.04696266,"(42.33768604, -71.04696266)",2019-05-01,12:29,1,29,2019-05-01 12:29,TRUE
16,16,I192020854,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D4,285,,2019-03-21 9:55,2019,3,Thursday,9,Part Three,COLUMBUS AVE,42.3378145,-71.0853955,"(42.33781450, -71.08539550)",2019-03-21,9:55,21,55,2019-03-21 9:55,TRUE
164,164,I192008678,3410,Towed,TOWED MOTOR VEHICLE,D4,273,,2019-02-02 10:00,2019,2,Saturday,10,Part Three,NORTHAMPTON ST,42.33798932,-71.08003746,"(42.33798932, -71.08003746)",2019-02-02,10:00,2,0,2019-02-02 10:00,TRUE
196,196,I192029867,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,D4,274,,2019-04-23 12:30,2019,4,Tuesday,12,Part One,TREMONT ST,42.33802166,-71.08273055,"(42.33802166, -71.08273055)",2019-04-23,12:30,23,30,2019-04-23 12:30,TRUE
225,225,I192029957,2647,Other,THREATS TO DO BODILY HARM,D4,170,,2019-04-23 8:00,2019,4,Tuesday,8,Part Two,WORCESTER ST,42.33805954,-71.07636952,"(42.33805954, -71.07636952)",2019-04-23,8:00,23,0,2019-04-23 8:00,TRUE
264,264,I192047088,3002,Medical Assistance,ANIMAL CONTROL - DOG BITES - ETC.,C6,209,,2019-06-21 12:39,2019,6,Friday,12,Part Three,E FIRST ST,42.33810945,-71.03749747,"(42.33810945, -71.03749747)",2019-06-21,12:39,21,39,2019-06-21 12:39,TRUE
355,355,I192021814,3410,Towed,TOWED MOTOR VEHICLE,C6,213,,2019-03-25 9:39,2019,3,Monday,9,Part Three,W THIRD ST,42.33817983,-71.04773769,"(42.33817983, -71.04773769)",2019-03-25,9:39,25,39,2019-03-25 9:39,TRUE
356,356,I192021810,3410,Towed,TOWED MOTOR VEHICLE,C6,213,,2019-03-25 9:24,2019,3,Monday,9,Part Three,W THIRD ST,42.33817983,-71.04773769,"(42.33817983, -71.04773769)",2019-03-25,9:24,25,24,2019-03-25 9:24,TRUE
462,462,I192026362,3125,Warrant Arrests,WARRANT ARREST,D4,156,,2019-04-10 10:07,2019,4,Wednesday,10,Part Three,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.33828866, -71.07908476)",2019-04-10,10:07,10,7,2019-04-10 10:07,TRUE
463,463,I192026362,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",D4,156,,2019-04-10 10:07,2019,4,Wednesday,10,Part Two,MASSACHUSETTS AVE,42.33828866,-71.07908476,"(42.33828866, -71.07908476)",2019-04-10,10:07,10,7,2019-04-10 10:07,TRUE
516,516,I192072589,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C6,211,,2019-09-06 16:30,2019,9,Friday,16,Part Two,W BROADWAY,42.33836691,-71.05015046,"(42.33836691, -71.05015046)",2019-09-06,16:30,6,30,2019-09-06 16:30,TRUE
532,532,192081371,3410,,TOWED MOTOR VEHICLE,B2,616,0,2019-10-08 9:58,2019,10,Tuesday,9,,PALACE RD,42.338401,-71.099391,"(42.33840100, -71.09939100)",2019-10-08,9:58,8,58,2019-10-08 9:58,TRUE
546,546,I192070305,3115,Investigate Person,INVESTIGATE PERSON,D4,168,,2019-09-03 16:49,2019,9,Tuesday,16,Part Three,RUTLAND ST,42.33841268,-71.07427827,"(42.33841268, -71.07427827)",2019-09-03,16:49,3,49,2019-09-03 16:49,TRUE
559,559,I192051455,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,168,,2019-07-05 11:30,2019,7,Friday,11,Part Two,SAINT GEORGE ST,42.33845028,-71.07210292,"(42.33845028, -71.07210292)",2019-07-05,11:30,5,30,2019-07-05 11:30,TRUE
569,569,I192047918,3007,Medical Assistance,SUDDEN DEATH,D4,168,,2019-06-24 11:03,2019,6,Monday,11,Part Three,E NEWTON ST,42.33845708,-71.07309843,"(42.33845708, -71.07309843)",2019-06-24,11:03,24,3,2019-06-24 11:03,TRUE
708,708,I192073062,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,905,,2019-09-11 23:22,2019,9,Wednesday,23,Part Three,E BROOKLINE ST,42.33869635,-71.07139879,"(42.33869635, -71.07139879)",2019-09-11,23:22,11,22,2019-09-11 23:22,TRUE
752,752,I192052182,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,D4,167,,2019-07-08 9:33,2019,7,Monday,9,Part Three,E CANTON ST,42.33880691,-71.0703254,"(42.33880691, -71.07032540)",2019-07-08,9:33,8,33,2019-07-08 9:33,TRUE
758,758,I192033718,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,211,,2019-05-07 11:45,2019,5,Tuesday,11,Part Two,D ST,42.33880788,-71.05083406,"(42.33880788, -71.05083406)",2019-05-07,11:45,7,45,2019-05-07 11:45,TRUE
778,778,I192061512,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,936,,2019-08-06 12:00,2019,8,Tuesday,12,Part Three,B ST,42.3388651,-71.05620496,"(42.33886510, -71.05620496)",2019-08-06,12:00,6,0,2019-08-06 12:00,TRUE
799,799,I192067913,1402,Vandalism,VANDALISM,D4,167,,2019-08-27 12:20,2019,8,Tuesday,12,Part Two,HARRISON AVE,42.33893529,-71.07016502,"(42.33893529, -71.07016502)",2019-08-27,12:20,27,20,2019-08-27 12:20,TRUE
802,802,I192018910,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,,2019-03-14 13:01,2019,3,Thursday,13,Part Three,HARRISON AVE,42.33893529,-71.07016502,"(42.33893529, -71.07016502)",2019-03-14,13:01,14,1,2019-03-14 13:01,TRUE
842,842,I192070293,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,273,,2019-09-03 14:24,2019,9,Tuesday,14,Part Three,MASSACHUSETTS AVE,42.33899339,-71.08008595,"(42.33899339, -71.08008595)",2019-09-03,14:24,3,24,2019-09-03 14:24,TRUE
874,874,192079873,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,156,0,2019-10-02 16:30,2019,10,Wednesday,16,,MASSACHUSETTS AVE,42.339033,-71.079972,"(42.33903300, -71.07997200)",2019-10-02,16:30,2,30,2019-10-02 16:30,TRUE
941,941,I192029955,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,613,,2019-04-23 21:39,2019,4,Tuesday,21,Part Three,AUTUMN ST,42.33909861,-71.10988372,"(42.33909861, -71.10988372)",2019-04-23,21:39,23,39,2019-04-23 21:39,TRUE
961,961,I192001980,3410,Towed,TOWED MOTOR VEHICLE,D14,774,,2019-01-08 9:54,2019,1,Tuesday,9,Part Three,CHESTNUT HILL AVE,42.33914604,-71.15442808,"(42.33914604, -71.15442808)",2019-01-08,9:54,8,54,2019-01-08 9:54,TRUE
1002,1002,I192013764,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,D4,168,,2019-02-22 14:00,2019,2,Friday,14,Part Two,WASHINGTON ST,42.33920315,-71.0729998,"(42.33920315, -71.07299980)",2019-02-22,14:00,22,0,2019-02-22 14:00,TRUE
1003,1003,I192013764,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,D4,168,,2019-02-22 14:00,2019,2,Friday,14,Part Two,WASHINGTON ST,42.33920315,-71.0729998,"(42.33920315, -71.07299980)",2019-02-22,14:00,22,0,2019-02-22 14:00,TRUE
1066,1066,192089318,3410,,TOWED MOTOR VEHICLE,D14,774,0,2019-11-04 9:49,2019,11,Monday,9,,STRATHMORE RD,42.339286,-71.153348,"(42.33928600, -71.15334800)",2019-11-04,9:49,4,49,2019-11-04 9:49,TRUE
1086,1086,192080052,3110,,SERVICE TO OTHER AGENCY,D4,156,0,2019-10-02 16:42,2019,10,Wednesday,16,,W SPRINGFIELD ST,42.339302,-71.079123,"(42.33930200, -71.07912300)",2019-10-02,16:42,2,42,2019-10-02 16:42,TRUE
1146,1146,192091422,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,157,0,2019-10-15 14:00,2019,10,Tuesday,14,,RUTLAND ST,42.339338,-71.075403,"(42.33933800, -71.07540300)",2019-10-15,14:00,15,0,2019-10-15 14:00,TRUE
1150,1150,192090114,3005,,SICK ASSIST,D4,905,0,2019-11-06 0:00,2019,11,Wednesday,0,,HARRISON ARCHWAYS,42.339367,-71.070354,"(42.33936700, -71.07035400)",2019-11-06,0:00,6,0,2019-11-06 0:00,TRUE
1155,1155,I192067558,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,905,,2019-08-19 19:30,2019,8,Monday,19,Part One,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)",2019-08-19,19:30,19,30,2019-08-19 19:30,TRUE
1159,1159,I192037445,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,905,,2019-05-20 0:48,2019,5,Monday,0,Part Three,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)",2019-05-20,0:48,20,48,2019-05-20 0:48,TRUE
1165,1165,I192013522,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,905,,2019-02-21 9:00,2019,2,Thursday,9,Part One,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)",2019-02-21,9:00,21,0,2019-02-21 9:00,TRUE
1168,1168,I192005698,3115,Investigate Person,INVESTIGATE PERSON,D4,905,,2019-01-22 12:46,2019,1,Tuesday,12,Part Three,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)",2019-01-22,12:46,22,46,2019-01-22 12:46,TRUE
1182,1182,I192072686,3114,Investigate Property,INVESTIGATE PROPERTY,D14,788,,2019-09-10 19:10,2019,9,Tuesday,19,Part Three,SELKIRK RD,42.33938122,-71.14937477,"(42.33938122, -71.14937477)",2019-09-10,19:10,10,10,2019-09-10 19:10,TRUE
1199,1199,I192033798,3201,Property Lost,PROPERTY - LOST,D4,156,,2019-05-06 23:30,2019,5,Monday,23,Part Three,TREMONT ST,42.33945339,-71.07992484,"(42.33945339, -71.07992484)",2019-05-06,23:30,6,30,2019-05-06 23:30,TRUE
1201,1201,I192005909,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,172,,2019-01-23 10:31,2019,1,Wednesday,10,Part Three,ALBANY ST,42.33946066,-71.06504822,"(42.33946066, -71.06504822)",2019-01-23,10:31,23,31,2019-01-23 10:31,TRUE
1215,1215,I192077062,1001,Counterfeiting,FORGERY / COUNTERFEITING,D4,155,,2019-09-03 15:00,2019,9,Tuesday,15,Part Two,TREMONT ST,42.33952756,-71.07999981,"(42.33952756, -71.07999981)",2019-09-03,15:00,3,0,2019-09-03 15:00,TRUE
1238,1238,202020160,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-31 8:00,2019,12,Tuesday,8,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-31,8:00,31,0,2019-12-31 8:00,TRUE
1239,1239,202002370,1109,,FRAUD - WIRE,D4,167,0,2019-12-31 0:00,2019,12,Tuesday,0,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-31,0:00,31,0,2019-12-31 0:00,TRUE
1240,1240,202007841,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-12-30 20:00,2019,12,Monday,20,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-30,20:00,30,0,2019-12-30 20:00,TRUE
1287,1287,192102868,520,,BURGLARY - RESIDENTIAL,D4,167,0,2019-12-20 18:00,2019,12,Friday,18,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-20,18:00,20,0,2019-12-20 18:00,TRUE
1288,1288,192102830,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-20 18:00,2019,12,Friday,18,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-20,18:00,20,0,2019-12-20 18:00,TRUE
1289,1289,192102390,3006,,SICK/INJURED/MEDICAL - PERSON,D4,167,0,2019-12-20 17:30,2019,12,Friday,17,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-20,17:30,20,30,2019-12-20 17:30,TRUE
1293,1293,202038810,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-12-19 9:00,2019,12,Thursday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-19,9:00,19,0,2019-12-19 9:00,TRUE
1296,1296,202005545,3115,,INVESTIGATE PERSON,D4,167,0,2019-12-18 16:51,2019,12,Wednesday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-18,16:51,18,51,2019-12-18 16:51,TRUE
1299,1299,192101559,801,,ASSAULT - SIMPLE,D4,167,0,2019-12-17 19:25,2019,12,Tuesday,19,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-17,19:25,17,25,2019-12-17 19:25,TRUE
1300,1300,192101761,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-17 16:09,2019,12,Tuesday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-17,16:09,17,9,2019-12-17 16:09,TRUE
1301,1301,192101547,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-12-17 16:00,2019,12,Tuesday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-17,16:00,17,0,2019-12-17 16:00,TRUE
1302,1302,192101427,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-12-17 9:30,2019,12,Tuesday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-17,9:30,17,30,2019-12-17 9:30,TRUE
1305,1305,192102228,619,,LARCENY ALL OTHERS,D4,167,0,2019-12-17 0:00,2019,12,Tuesday,0,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-17,0:00,17,0,2019-12-17 0:00,TRUE
1306,1306,192102248,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-16 20:00,2019,12,Monday,20,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-16,20:00,16,0,2019-12-16 20:00,TRUE
1319,1319,192100367,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2019-12-13 16:15,2019,12,Friday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-13,16:15,13,15,2019-12-13 16:15,TRUE
1324,1324,192100091,619,,LARCENY ALL OTHERS,D4,167,0,2019-12-12 18:00,2019,12,Thursday,18,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-12,18:00,12,0,2019-12-12 18:00,TRUE
1325,1325,192101421,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-12 16:43,2019,12,Thursday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-12,16:43,12,43,2019-12-12 16:43,TRUE
1334,1334,192099998,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-12-11 10:00,2019,12,Wednesday,10,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-11,10:00,11,0,2019-12-11 10:00,TRUE
1335,1335,192099706,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-12-11 8:46,2019,12,Wednesday,8,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-11,8:46,11,46,2019-12-11 8:46,TRUE
1339,1339,192099478,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D4,167,0,2019-12-10 17:39,2019,12,Tuesday,17,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-10,17:39,10,39,2019-12-10 17:39,TRUE
1340,1340,192099449,1102,,FRAUD - FALSE PRETENSE / SCHEME,D4,167,0,2019-12-10 16:33,2019,12,Tuesday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-10,16:33,10,33,2019-12-10 16:33,TRUE
1341,1341,192099447,619,,LARCENY ALL OTHERS,D4,167,0,2019-12-10 16:14,2019,12,Tuesday,16,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-10,16:14,10,14,2019-12-10 16:14,TRUE
1346,1346,192099112,3115,,INVESTIGATE PERSON,D4,167,0,2019-12-09 15:19,2019,12,Monday,15,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-09,15:19,9,19,2019-12-09 15:19,TRUE
1347,1347,192099623,801,,ASSAULT - SIMPLE,D4,167,0,2019-12-09 14:20,2019,12,Monday,14,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-09,14:20,9,20,2019-12-09 14:20,TRUE
1348,1348,192099058,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-12-09 8:42,2019,12,Monday,8,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-09,8:42,9,42,2019-12-09 8:42,TRUE
1366,1366,192099980,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2019-12-06 12:56,2019,12,Friday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-06,12:56,6,56,2019-12-06 12:56,TRUE
1371,1371,192101743,727,,AUTO THEFT - LEASED/RENTED VEHICLE,D4,167,0,2019-12-05 9:31,2019,12,Thursday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-05,9:31,5,31,2019-12-05 9:31,TRUE
1372,1372,192101698,724,,AUTO THEFT,D4,167,0,2019-12-05 9:31,2019,12,Thursday,9,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-05,9:31,5,31,2019-12-05 9:31,TRUE
1374,1374,192098210,801,,ASSAULT - SIMPLE,D4,167,0,2019-12-04 14:00,2019,12,Wednesday,14,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-12-04,14:00,4,0,2019-12-04 14:00,TRUE
1396,1396,192096513,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,167,0,2019-11-29 12:30,2019,11,Friday,12,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-11-29,12:30,29,30,2019-11-29 12:30,TRUE
1397,1397,192102095,611,,LARCENY PICK-POCKET,D4,167,0,2019-11-29 11:50,2019,11,Friday,11,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-11-29,11:50,29,50,2019-11-29 11:50,TRUE
1400,1400,192096043,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2019-11-27 13:00,2019,11,Wednesday,13,,HARRISON AVE,42.339541,-71.069408,"(42.33954100, -71.06940800)",2019-11-27,13:00,27,0,2019-11-27 13:00,TRUE
