Customer_No,Customer_Name,Street,Start_date
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-08-17
95347,VEOLIA ENERGY,BEACON ST,2019-08-17
2838,"MORIARTY, JOHN & ASSOC",POST OFFICE SQ,2019-08-18
7389,MIRRA COMPANY INCORPORATED,WASHINGTON ST,2019-08-18
95347,VEOLIA ENERGY,SUMMER ST,2019-08-18
97297,EVERSOURCE ELECTRIC,CAUSEWAY ST,2019-08-18
97297,EVERSOURCE ELECTRIC,LINCOLN ST,2019-08-18
95347,VEOLIA ENERGY,STATE ST,2019-08-18
97681,Mass DOT,BOARDMAN ST,2019-08-18
6040,Feeney Bros Excavation,BOWDOIN ST,2019-08-18
2590,SUFFOLK CONSTRUCTION,DEVONSHIRE ST,2019-08-18
74439,AMQUIP CRANE RENTAL,POST OFFICE SQ,2019-08-18
7022,PJ SPILLANE CO,ARLINGTON ST,2019-08-18
97297,EVERSOURCE ELECTRIC,RUTHERFORD AV,2019-08-18
83195,"Pureview, LLC",WATER ST,2019-08-18
98928,WESTON & SAMPSON,CENTRE ST,2019-08-18
416,VERIZON,BULFINCH PL,2019-08-18
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-08-18
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-08-18
416,VERIZON,SULLIVAN ST,2019-08-18
416,VERIZON,WASHINGTON ST,2019-08-18
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-08-19
90255,DELPHI CONSTRUCTION,BURNETT ST,2019-08-19
416,VERIZON,CENTRE ST,2019-08-19
396,National Grid,SOUTH ST,2019-08-19
95497,RJV CONSTRUCTION CORP.,SPRING ST,2019-08-19
55,Boston Water & Sewer Commission,CENTRE ST,2019-08-19
6040,Feeney Bros Excavation,W SPRINGFIELD ST,2019-08-19
416,VERIZON,TUFTS ST,2019-08-19
7325,Consigli Construction Co Inc,TEMPLE ST,2019-08-19
2602,TISHMAN CONSTRUCTION CORP,NEW SUDBURY ST,2019-08-19
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-08-19
2838,"MORIARTY, JOHN & ASSOC",POST OFFICE SQ,2019-08-19
102259,RELATED BEAL,HARRISON AV,2019-08-19
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-08-19
7389,MIRRA COMPANY INCORPORATED,MASSACHUSETTS AV,2019-08-19
101227,"IMC MECHANICAL, INC",WALTHAM ST,2019-08-19
396,National Grid,BRIGHTON AV,2019-08-19
71575,"M & X UTILITY COMPANY, INC.",ATHENS ST,2019-08-19
98907,PV BARONE CONSTRUCTION,BLUE HILL AV,2019-08-19
381,Lee Kennedy Co,OCONNELL WY,2019-08-19
7325,Consigli Construction Co Inc,CONGRESS ST,2019-08-19
381,Lee Kennedy Co,STANIFORD ST,2019-08-19
7325,Consigli Construction Co Inc,SUMMER ST,2019-08-19
95347,VEOLIA ENERGY,STATE ST,2019-08-19
416,VERIZON,D ST,2019-08-19
41853,"Phoenix Communications, Inc.",E 5TH ST,2019-08-19
6121,Gentle Giant Moving,BEACON ST,2019-08-19
416,VERIZON,WASHINGTON ST,2019-08-19
7389,MIRRA COMPANY INCORPORATED,HYDE PARK AV,2019-08-19
103757,NEW WAVE COMMUNICATIONS,PERSHING RD,2019-08-19
6040,Feeney Bros Excavation,BREMEN ST,2019-08-19
416,VERIZON,ASHFORD ST,2019-08-19
6040,Feeney Bros Excavation,DAY ST,2019-08-19
416,VERIZON,SARATOGA ST,2019-08-19
19245,Maverick Construction,TRENTON ST,2019-08-19
2873,JF WHITE CONTRACTING CO,CHELSEA ST,2019-08-19
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-08-19
95347,VEOLIA ENERGY,SUMMER ST,2019-08-19
416,VERIZON,MAVERICK ST,2019-08-19
40273,Brooksdale Construction,HELDUN ST,2019-08-19
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-08-19
49476,NATIONAL WATER MAIN CLEANING CO,WHITFORD ST,2019-08-19
55,Boston Water & Sewer Commission,WHITFORD ST,2019-08-19
6040,Feeney Bros Excavation,PARK ST,2019-08-19
98850,RILEY BROTHERS INC,BURNETT ST,2019-08-19
98849,RAPID FLOW INCORPORATED,POND ST,2019-08-19
416,VERIZON,GUILD ST,2019-08-19
6040,Feeney Bros Excavation,DUDLEY ST,2019-08-19
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-08-19
97297,EVERSOURCE ELECTRIC,BRAINERD RD,2019-08-19
97297,EVERSOURCE ELECTRIC,MARKET ST,2019-08-19
416,VERIZON,WIRT ST,2019-08-19
55,Boston Water & Sewer Commission,ARLINGTON ST,2019-08-19
2663,Metric Construction Corporation,COMMONWEALTH AV,2019-08-19
6040,Feeney Bros Excavation,FANEUIL ST,2019-08-19
98928,WESTON & SAMPSON,CUSTER ST,2019-08-19
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-08-19
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-08-19
6040,Feeney Bros Excavation,W 5TH ST,2019-08-19
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-08-19
53136,"NEI - NORTHEAST INTERIORS, INC",BLUE HILL AV,2019-08-19
98613,"Albanese D & S, Inc",BROOKS ST,2019-08-19
416,VERIZON,ST MARTIN ST,2019-08-19
97297,EVERSOURCE ELECTRIC,COLUMBUS AV,2019-08-19
14165,UMBRO & SONS CONSTRUCTION,WORCESTER ST,2019-08-19
19245,Maverick Construction,ST STEPHEN ST,2019-08-19
416,VERIZON,WARREN ST,2019-08-19
6040,Feeney Bros Excavation,WOODWARD ST,2019-08-19
416,VERIZON,DORCHESTER AV,2019-08-19
384,SHAWMUT DESIGN & CONSTRUCTION,FRANKLIN ST,2019-08-19
41853,"Phoenix Communications, Inc.",DEERFIELD ST,2019-08-19
40878,COMMODORE BUILDERS,HEMENWAY ST,2019-08-19
396,National Grid,CONDOR ST,2019-08-19
2696,CAVALIERI CONSTRUCTION,VALLAR RD,2019-08-19
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-08-19
416,VERIZON,BUNKER HILL ST,2019-08-19
416,VERIZON,SOUTH ST,2019-08-19
98849,RAPID FLOW INCORPORATED,DORCHESTER AV,2019-08-19
99180,SHEERIN CONSTRUCTION,BOWDOIN ST,2019-08-19
7389,MIRRA COMPANY INCORPORATED,DORCHESTER AV,2019-08-19
396,National Grid,KEVIN RD,2019-08-19
20137,BOSTON PROPERTY DEVELOPMENT,W BROADWAY,2019-08-19
396,National Grid,WAVERLY ST,2019-08-19
396,National Grid,DARTMOUTH PL,2019-08-19
416,VERIZON,CHISWICK RD,2019-08-19
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-08-19
416,VERIZON,HARRISON AV,2019-08-19
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-08-19
97297,EVERSOURCE ELECTRIC,COMMERCIAL ST,2019-08-19
41853,"Phoenix Communications, Inc.",MILK ST,2019-08-19
95347,VEOLIA ENERGY,KNEELAND ST,2019-08-19
416,VERIZON,MEDFORD ST,2019-08-19
100008,MIDWAY UTILITY CONTRACTORS LLC,BOWDOIN ST,2019-08-19
5544,BILT RITE CONSTRUCTION,RUTLAND ST,2019-08-19
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-08-19
49,CITY OF BOSTON - PWD (VOUCHER) RESURFACING CONTRACTS,CUSHMAN RD,2019-08-19
5544,BILT RITE CONSTRUCTION,W NEWTON ST,2019-08-19
396,National Grid,ST ANDREW RD,2019-08-19
41853,"Phoenix Communications, Inc.",PORTER ST,2019-08-19
97297,EVERSOURCE ELECTRIC,CLARE AV,2019-08-19
396,National Grid,OWEN ST,2019-08-19
98850,RILEY BROTHERS INC,CIRCUIT ST,2019-08-19
396,National Grid,LOUIS PRANG ST,2019-08-19
6798,Pick Crane Serv,COMMONWEALTH AV,2019-08-19
29054,SEA-DAR CONSTRUCTION,PINCKNEY ST,2019-08-19
6040,Feeney Bros Excavation,VALLEY RD,2019-08-19
97297,EVERSOURCE ELECTRIC,AV LOUIS PASTEUR,2019-08-19
6040,Feeney Bros Excavation,BURMAH ST,2019-08-19
6141,"GIOIOSO, P & SONS INC",DANA AV,2019-08-19
97297,EVERSOURCE ELECTRIC,RIVER ST,2019-08-19
55,Boston Water & Sewer Commission,COREY ST,2019-08-19
53136,"NEI - NORTHEAST INTERIORS, INC",CABOT ST,2019-08-19
40878,COMMODORE BUILDERS,AMORY ST,2019-08-19
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-08-19
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-08-19
98850,RILEY BROTHERS INC,MT PLEASANT PL,2019-08-19
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-08-19
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-08-19
416,VERIZON,GARDNER ST,2019-08-19
97297,EVERSOURCE ELECTRIC,LINCOLN ST,2019-08-19
2687,LENDLEASE,LEWIS ST,2019-08-19
98845,MARSHALLS,MARTIN LUTHER KING BLVD,2019-08-19
97297,EVERSOURCE ELECTRIC,SCOTIA ST,2019-08-19
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-08-19
8641,EVERSOURCE GAS,METROPOLITAN AV,2019-08-19
97297,EVERSOURCE ELECTRIC,SAVIN HILL AV,2019-08-19
97297,EVERSOURCE ELECTRIC,ERICSSON ST,2019-08-19
97297,EVERSOURCE ELECTRIC,E 2ND ST,2019-08-19
97297,EVERSOURCE ELECTRIC,DORCHESTER AV,2019-08-19
98835,FED CORP,WILSON PK,2019-08-19
396,National Grid,E 4TH ST,2019-08-19
96982,New England Electrical Contracting Corp,HUNTINGTON AV,2019-08-19
98835,FED CORP,ST ALPHONSUS ST,2019-08-19
416,VERIZON,BULFINCH PL,2019-08-19
396,National Grid,PARKER ST,2019-08-19
416,VERIZON,GREEN ST,2019-08-19
103650,ROCHESTER BITUMINOUS PRODUCTS,BEAUMONT ST,2019-08-19
6040,Feeney Bros Excavation,WHITE ST,2019-08-19
53136,"NEI - NORTHEAST INTERIORS, INC",RUGGLES ST,2019-08-19
6316,K & K Excavation Co,FENDALE AV,2019-08-19
90570,ELECCOMM CORP.,BROOKLINE AV,2019-08-19
6040,FEENEY BROS EXCAVATION,WHITE ST,2019-08-19
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-08-20
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-08-20
43447,Landmark Structures Corp,BOWDOIN ST,2019-08-20
98907,PV BARONE CONSTRUCTION,BLUE HILL AV,2019-08-20
6040,Feeney Bros Excavation,W SPRINGFIELD ST,2019-08-20
2649,John B Cruz Construction Inc,WALNUT PK,2019-08-20
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-08-20
6040,Feeney Bros Excavation,DAY ST,2019-08-20
416,VERIZON,GENEVA AV,2019-08-20
6040,Feeney Bros Excavation,FANEUIL ST,2019-08-20
6040,Feeney Bros Excavation,DORCHESTER AV,2019-08-20
99180,SHEERIN CONSTRUCTION,BOWDOIN ST,2019-08-20
97297,EVERSOURCE ELECTRIC,COMMERCIAL ST,2019-08-20
7389,MIRRA COMPANY INCORPORATED,PURCHASE ST,2019-08-20
55,Boston Water & Sewer Commission,BEACON ST,2019-08-20
2873,JF WHITE CONTRACTING CO,N WASHINGTON ST,2019-08-20
98613,"Albanese D & S, Inc",BROOKS ST,2019-08-20
416,VERIZON,CAMBRIDGE ST,2019-08-20
95347,VEOLIA ENERGY,SUMMER ST,2019-08-20
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",POST OFFICE SQ,2019-08-20
103943,NEW BOSTON BUILDERS,WASHINGTON ST,2019-08-20
6040,Feeney Bros Excavation,HEWLETT ST,2019-08-20
55,Boston Water & Sewer Commission,ALTAIR RD,2019-08-20
396,National Grid,HEATH ST,2019-08-20
104896,WHITE MOUNTAIN CABLE,SOUTH ST,2019-08-20
40273,Brooksdale Construction,HELDUN ST,2019-08-20
98849,RAPID FLOW INCORPORATED,POND ST,2019-08-20
55,Boston Water & Sewer Commission,POPLAR ST,2019-08-20
416,VERIZON,CENTRE ST,2019-08-20
5940,DIMEO CONSTRUCTION,WASHINGTON ST,2019-08-20
396,National Grid,MT CALVARY RD,2019-08-20
416,VERIZON,PETERBOROUGH ST,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",LIFE ST,2019-08-20
97297,EVERSOURCE ELECTRIC,BELVIDERE ST,2019-08-20
396,National Grid,QUEENSBERRY ST,2019-08-20
106785,ATLAS INNOVATIVE SERVICES CORP,BEACON ST,2019-08-20
5753,JAYNES INDUSTRIAL MOVING INC,MARLBOROUGH ST,2019-08-20
97297,EVERSOURCE ELECTRIC,DALTON ST,2019-08-20
14165,UMBRO & SONS CONSTRUCTION,WORCESTER ST,2019-08-20
416,VERIZON,WASHINGTON ST,2019-08-20
90255,DELPHI CONSTRUCTION,BURNETT ST,2019-08-20
97297,EVERSOURCE ELECTRIC,HYDE PARK AV,2019-08-20
416,VERIZON,GLENVILLE AV,2019-08-20
40878,COMMODORE BUILDERS,HEMENWAY ST,2019-08-20
40878,COMMODORE BUILDERS,AMORY ST,2019-08-20
99180,SHEERIN CONSTRUCTION,WASHINGTON ST,2019-08-20
396,National Grid,WASHINGTON ST,2019-08-20
7389,MIRRA COMPANY INCORPORATED,HYDE PARK AV,2019-08-20
6141,"GIOIOSO, P & SONS INC",DANA AV,2019-08-20
96982,New England Electrical Contracting Corp,MARKET ST,2019-08-20
99180,SHEERIN CONSTRUCTION,BROOKLINE AV,2019-08-20
41853,"Phoenix Communications, Inc.",WASHINGTON ST,2019-08-20
5713,"CAVELIER,STEPHEN",W 2ND ST,2019-08-20
396,National Grid,HARRISON AV,2019-08-20
388,TURNER CONSTRUCTION CO,AUTUMN ST,2019-08-20
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-08-20
100008,MIDWAY UTILITY CONTRACTORS LLC,BOWDOIN ST,2019-08-20
6040,Feeney Bros Excavation,DUDLEY ST,2019-08-20
2649,John B Cruz Construction Inc,WARREN ST,2019-08-20
388,TURNER CONSTRUCTION CO,BROOKLINE AV,2019-08-20
2649,John B Cruz Construction Inc,HUMBOLDT AV,2019-08-20
416,VERIZON,MAGNOLIA ST,2019-08-20
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-08-20
416,VERIZON,WAVERLY ST,2019-08-20
2590,SUFFOLK CONSTRUCTION,VALLAR RD,2019-08-20
416,VERIZON,PARIS ST,2019-08-20
416,VERIZON,ST MARTIN ST,2019-08-20
416,VERIZON,BUNKER HILL ST,2019-08-20
7389,MIRRA COMPANY INCORPORATED,MARKET ST,2019-08-20
416,VERIZON,ARLINGTON ST,2019-08-20
97297,EVERSOURCE ELECTRIC,TRAVIS ST,2019-08-20
416,VERIZON,LAKE ST,2019-08-20
388,TURNER CONSTRUCTION CO,WESTERN AV,2019-08-20
416,VERIZON,STRATHMORE RD,2019-08-20
416,VERIZON,HARRISON AV,2019-08-20
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-08-20
7389,MIRRA COMPANY INCORPORATED,HEREFORD ST,2019-08-20
55,Boston Water & Sewer Commission,BURTON ST,2019-08-20
416,VERIZON,GUILD ST,2019-08-20
21133,D'Allessandro Corp,WAUMBECK ST,2019-08-20
6040,Feeney Bros Excavation,WHITE ST,2019-08-20
416,VERIZON,WARREN ST,2019-08-20
108191,"NEXT LEVEL ENVIRONMENTAL,LLC",CAMBRIDGE ST,2019-08-20
98835,FED CORP,WILSON PK,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",WASHINGTON ST,2019-08-20
87768,CEDARWOOD DEVELOPMENT,E BROADWAY,2019-08-20
103650,ROCHESTER BITUMINOUS PRODUCTS,EUSTIS ST,2019-08-20
103650,ROCHESTER BITUMINOUS PRODUCTS,ALBANY ST,2019-08-20
2649,John B Cruz Construction Inc,WALNUT AV,2019-08-20
13165,"SUSI ,MARIO & SON",TAUNTON AV,2019-08-20
94745,"O'Shea Construction, LLC",W EIGHTH ST,2019-08-20
7475,Pomeroy & Co,ST BOTOLPH ST,2019-08-20
6040,Feeney Bros Excavation,REVERE ST,2019-08-20
2590,SUFFOLK CONSTRUCTION,HIGH ST,2019-08-20
98849,RAPID FLOW INCORPORATED,CLARENDON ST,2019-08-20
98850,RILEY BROTHERS INC,BURNETT ST,2019-08-20
396,National Grid,EUTAW ST,2019-08-20
5544,BILT RITE CONSTRUCTION,RUTLAND ST,2019-08-20
6040,Feeney Bros Excavation,WESTERN AV,2019-08-20
7325,Consigli Construction Co Inc,TEMPLE ST,2019-08-20
97297,EVERSOURCE ELECTRIC,MASSACHUSETTS AV,2019-08-20
2590,SUFFOLK CONSTRUCTION,DRY DOCK AV,2019-08-20
90570,ELECCOMM CORP.,SHAWMUT AV,2019-08-20
6316,K & K Excavation Co,FENDALE AV,2019-08-20
6040,Feeney Bros Excavation,MERIDIAN ST,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-08-20
416,VERIZON,DORCHESTER AV,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-08-20
49,CITY OF BOSTON - PWD (VOUCHER) RESURFACING CONTRACTS,ELM HILL AV,2019-08-20
6040,Feeney Bros Excavation,MAPLETON ST,2019-08-20
416,VERIZON,TOWNSEND ST,2019-08-20
97297,EVERSOURCE ELECTRIC,BURNEY ST,2019-08-20
95347,VEOLIA ENERGY,STATE ST,2019-08-20
416,VERIZON,BLOSSOM ST,2019-08-20
396,National Grid,E 4TH ST,2019-08-20
416,VERIZON,DEWITT DR,2019-08-20
396,National Grid,OWEN ST,2019-08-20
97297,EVERSOURCE ELECTRIC,STANWOOD ST,2019-08-20
55,Boston Water & Sewer Commission,MYRTLEBANK AV,2019-08-20
416,VERIZON,WOODROW AV,2019-08-20
98850,RILEY BROTHERS INC,CUMMINS HY,2019-08-20
396,National Grid,WALNUT AV,2019-08-20
8641,EVERSOURCE GAS,RIVER ST,2019-08-20
14165,UMBRO & SONS CONSTRUCTION,ASHBURTON PL,2019-08-20
6040,Feeney Bros Excavation,COLUMBUS AV,2019-08-20
64604,EASTPORT REAL ESTATE SERVICES,GUEST ST,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",SEAPORT BL,2019-08-20
6040,Feeney Bros Excavation,BREMEN ST,2019-08-20
384,SHAWMUT DESIGN & CONSTRUCTION,E NEWTON ST,2019-08-20
53136,"NEI - NORTHEAST INTERIORS, INC",CABOT ST,2019-08-20
102987,ATLANTIC COAST UTILITIES,DORCHESTER ST,2019-08-20
6040,Feeney Bros Excavation,BOWDOIN ST,2019-08-20
6040,Feeney Bros Excavation,W 5TH ST,2019-08-20
416,VERIZON,WESTERN AV,2019-08-20
20137,BOSTON PROPERTY DEVELOPMENT,W BROADWAY,2019-08-20
396,National Grid,TRENTON ST,2019-08-20
2873,JF WHITE CONTRACTING CO,CITY SQ,2019-08-20
381,Lee Kennedy Co,TREMONT ST,2019-08-20
25425,G GREENE CONSTRUCTION,BEACON ST,2019-08-20
8641,EVERSOURCE GAS,METROPOLITAN AV,2019-08-20
2687,LENDLEASE,LEWIS ST,2019-08-20
68,MASSACHUSETTS WATER RESOURCE AUTHORITY,MORTON ST,2019-08-20
396,National Grid,BRIGHTON ST,2019-08-20
102259,RELATED BEAL,HARRISON AV,2019-08-20
396,National Grid,E COTTAGE ST,2019-08-20
100008,MIDWAY UTILITY CONTRACTORS LLC,QUINCY ST,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",NEW CHARDON ST,2019-08-20
416,VERIZON,AUSTIN ST,2019-08-20
381,Lee Kennedy Co,OCONNELL WY,2019-08-20
416,VERIZON,WALLINGFORD RD,2019-08-20
388,TURNER CONSTRUCTION CO,E SERVICE RD,2019-08-20
103943,NEW BOSTON BUILDERS,WARD ST,2019-08-20
7389,MIRRA COMPANY INCORPORATED,SEAPORT BL,2019-08-20
97297,EVERSOURCE ELECTRIC,ERICSSON ST,2019-08-20
97297,EVERSOURCE ELECTRIC,DORCHESTER AV,2019-08-20
98849,RAPID FLOW INCORPORATED,COLUMBIA RD,2019-08-20
7389,MIRRA COMPANY INCORPORATED,ATHENS ST,2019-08-20
81519,CASHMAN DUTRA( JAY CASHMAN),BOSTON HARBOR,2019-08-20
6040,Feeney Bros Excavation,VALLEY RD,2019-08-20
416,VERIZON,CONGRESS ST,2019-08-20
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-08-20
2838,"MORIARTY, JOHN & ASSOC",SUMMER ST,2019-08-20
95235,"WAVEGUIDE, INC",SUMMER ST,2019-08-20
7389,MIRRA COMPANY INCORPORATED,DORCHESTER AV,2019-08-20
71575,"M & X UTILITY COMPANY, INC.",DRESSER ST,2019-08-20
81117,ADVANCED WATER & SEWER C/O FRED WILLIAMSON,TREMONT ST,2019-08-20
30087,WCI CORPORATION,ATHERTON ST,2019-08-20
6040,Feeney Bros Excavation,CHELSEA ST,2019-08-20
53136,"NEI - NORTHEAST INTERIORS, INC",RUGGLES ST,2019-08-20
5660,COMCAST,HANCOCK ST,2019-08-20
95235,"WAVEGUIDE, INC",RUTHERFORD AV,2019-08-20
396,National Grid,W 4TH ST,2019-08-20
98928,WESTON & SAMPSON,CENTRE ST,2019-08-20
36729,WAYPOINT DEVELOPMENT LLC,WALLEY ST,2019-08-20
55,Boston Water & Sewer Commission,WELD ST,2019-08-20
6040,FEENEY BROS EXCAVATION,W 5TH ST,2019-08-20
95347,VEOLIA ENERGY,SUMMER ST,2019-08-21
396,National Grid,SYMMES ST,2019-08-21
396,National Grid,SOUTH ST,2019-08-21
55,Boston Water & Sewer Commission,ALTAIR RD,2019-08-21
98849,RAPID FLOW INCORPORATED,MOSS HILL RD,2019-08-21
7389,MIRRA COMPANY INCORPORATED,HYDE PARK AV,2019-08-21
103943,NEW BOSTON BUILDERS,WASHINGTON ST,2019-08-21
95497,RJV CONSTRUCTION CORP.,SPRING ST,2019-08-21
95497,RJV CONSTRUCTION CORP.,BAKER ST,2019-08-21
55,Boston Water & Sewer Commission,POPLAR ST,2019-08-21
416,VERIZON,MAPLE ST,2019-08-21
2838,"MORIARTY, JOHN & ASSOC",CONGRESS ST,2019-08-21
14165,UMBRO & SONS CONSTRUCTION,ASHBURTON PL,2019-08-21
71873,"MCDEVITT,PATRICK - MCDEVITT LLC",SILVER ST,2019-08-21
5544,BILT RITE CONSTRUCTION,HYDE PARK AV,2019-08-21
6040,Feeney Bros Excavation,DARTMOUTH ST,2019-08-21
99180,SHEERIN CONSTRUCTION,STUART ST,2019-08-21
97297,EVERSOURCE ELECTRIC,WASHINGTON ST,2019-08-21
396,National Grid,HARRISON AV,2019-08-21
396,National Grid,TRENTON ST,2019-08-21
6040,Feeney Bros Excavation,NEWMARKET SQ,2019-08-21
388,TURNER CONSTRUCTION CO,AUTUMN ST,2019-08-21
100008,MIDWAY UTILITY CONTRACTORS LLC,BOWDOIN ST,2019-08-21
2590,SUFFOLK CONSTRUCTION,BOYLSTON ST,2019-08-21
396,National Grid,W EIGHTH ST,2019-08-21
97297,EVERSOURCE ELECTRIC,DORCHESTER AV,2019-08-21
97881,"DW White Construction, Inc.",CALDWELL ST,2019-08-21
98613,"Albanese D & S, Inc",BROOKS ST,2019-08-21
16377,GILBANE BUILDING CO,STATE ST,2019-08-21
2602,TISHMAN CONSTRUCTION CORP,LOMASNEY WY,2019-08-21
2602,TISHMAN CONSTRUCTION CORP,SUDBURY ST,2019-08-21
2590,SUFFOLK CONSTRUCTION,VALLAR RD,2019-08-21
2590,SUFFOLK CONSTRUCTION,SUMMER ST,2019-08-21
55,Boston Water & Sewer Commission,DUNSTABLE ST,2019-08-21
416,VERIZON,BUNKER HILL ST,2019-08-21
416,VERIZON,WASHINGTON ST,2019-08-21
416,VERIZON,CAMBRIDGE ST,2019-08-21
416,VERIZON,WARREN ST,2019-08-21
97297,EVERSOURCE ELECTRIC,DALTON ST,2019-08-21
6040,Feeney Bros Excavation,BOYLSTON ST,2019-08-21
416,VERIZON,ALLSTON ST,2019-08-21
6040,Feeney Bros Excavation,W SPRINGFIELD ST,2019-08-21
97297,EVERSOURCE ELECTRIC,TRAVIS ST,2019-08-21
99163,BPD - BOSTON POLICE DEPARTMENT - B.F.S.,SCHROEDER PLAZA,2019-08-21
13165,"SUSI ,MARIO & SON",WASHINGTON ST,2019-08-21
21133,D'Allessandro Corp,MCLELLAN ST,2019-08-21
55,Boston Water & Sewer Commission,E EAGLE ST,2019-08-21
41853,"Phoenix Communications, Inc.",WASHINGTON ST,2019-08-21
2838,"MORIARTY, JOHN & ASSOC",CAUSEWAY ST,2019-08-21
416,VERIZON,BENNINGTON ST,2019-08-21
2590,SUFFOLK CONSTRUCTION,FEDERAL ST,2019-08-21
97297,EVERSOURCE ELECTRIC,PAUL PL,2019-08-21
97297,EVERSOURCE ELECTRIC,BELVIDERE ST,2019-08-21
416,VERIZON,BEACON ST,2019-08-21
97297,EVERSOURCE ELECTRIC,MARKET ST,2019-08-21
416,VERIZON,LAKE ST,2019-08-21
6040,Feeney Bros Excavation,FANEUIL ST,2019-08-21
2590,SUFFOLK CONSTRUCTION,DALTON ST,2019-08-21
416,VERIZON,WESTERN AV,2019-08-21
396,National Grid,HUMBOLDT AV,2019-08-21
6040,Feeney Bros Excavation,HUMPHREYS ST,2019-08-21
6040,Feeney Bros Excavation,DUDLEY ST,2019-08-21
396,National Grid,CODMAN PK,2019-08-21
416,VERIZON,DEWITT DR,2019-08-21
2649,John B Cruz Construction Inc,HUMBOLDT AV,2019-08-21
388,TURNER CONSTRUCTION CO,BROOKLINE AV,2019-08-21
396,National Grid,NORFOLK ST,2019-08-21
6040,Feeney Bros Excavation,CUMMINS HY,2019-08-21
2590,SUFFOLK CONSTRUCTION,E DEDHAM ST,2019-08-21
98850,RILEY BROTHERS INC,BURNETT ST,2019-08-21
6040,Feeney Bros Excavation,DORCHESTER AV,2019-08-21
6040,Feeney Bros Excavation,SPRING ST,2019-08-21
396,National Grid,WINSHIP ST,2019-08-21
396,National Grid,LAGRANGE ST,2019-08-21
98907,PV BARONE CONSTRUCTION,BLUE HILL AV,2019-08-21
6040,Feeney Bros Excavation,DAY ST,2019-08-21
5925,"DERENZO,J CO",SEAPORT BL,2019-08-21
2838,"MORIARTY, JOHN & ASSOC",BEACON ST,2019-08-21
416,VERIZON,WAVERLY ST,2019-08-21
396,National Grid,GREENVILLE ST,2019-08-21
98850,RILEY BROTHERS INC,REGIS RD,2019-08-21
103842,GALWAY EXCAVATION LLC,WEBSTER ST,2019-08-21
6316,K & K Excavation Co,FENDALE AV,2019-08-21
6040,Feeney Bros Excavation,SARATOGA ST,2019-08-21
97297,EVERSOURCE ELECTRIC,SENATOR BOLLING CIRCLE,2019-08-21
7315,Camdele Construction Co Inc,FAYWOOD AV,2019-08-21
2590,SUFFOLK CONSTRUCTION,DEVONSHIRE ST,2019-08-21
90255,DELPHI CONSTRUCTION,BURNETT ST,2019-08-21
40878,COMMODORE BUILDERS,AMORY ST,2019-08-21
6141,"GIOIOSO, P & SONS INC",DANA AV,2019-08-21
29936,VIGIL ELECTRIC COMPANY,WELD ST,2019-08-21
2590,SUFFOLK CONSTRUCTION,HIGH ST,2019-08-21
36838,K & G ENTRANCES,BERKELEY ST,2019-08-21
97297,EVERSOURCE ELECTRIC,HYDE PARK AV,2019-08-21
103650,ROCHESTER BITUMINOUS PRODUCTS,EUSTIS ST,2019-08-21
6040,Feeney Bros Excavation,VALLEY RD,2019-08-21
