DEPARTMENT_NAME,TITLE,,
P. A. Shaw Elementary,Cluster Substitute,,
P. A. Shaw Elementary,Lunch Hour Monitors,,
P. A. Shaw Elementary,Cafeteria Manager 10,,
P. A. Shaw Elementary,Sub Lunch Monitor,,
Parks Department,Gen Supn (Pks/Turf Maint),,
Parks Department,Supn-Park Maint,,
Parks Department,Exec Sec (Parks & Recreation),,
Parks Department,Chief Engineer (P&R),,
Parks Department,Commissioner (P&R),,
Parks Department,Park Ranger III,,
Parks Department,Landscape Designer (P&R),,
Parks Department,"Dir, Administration & Finance",,
Parks Department,Board Secretary (Parks Comm.),,
Parks Department,Gen Tree Maint Frprs,,
Parks Department,Head Golf Professional,,
Parks Department,Golf Course Superintendent,,
Parks Department,MaintMechaFrprs(Machi/Parks),,
Parks Department,Dog Offcr(Supv/Anim Cntl Ofcr),,
Parks Department,Gen Park Maint Frprs,,
Parks Department,Supn Of Tree Maintenance,,
Parks Department,Sr Admin Asst,,
Parks Department,Dir of Maintenance (Parks),,
Parks Department,Asst Electrical Engineer,,
Parks Department,Dir Recreation Programming,,
Parks Department,Fleet Manager,,
Parks Department,Business Operations Mgr,,
Parks Department,Prin Admin Asst (P&R),,
Parks Department,Supn-Horticulture,,
Parks Department,Dir of Animal Control (ISD),,
Parks Department,Supn Of Park Maint (Trades),,
Parks Department,Prin Admin Analyst,,
Parks Department,Exec  Asst  (CC),,
Parks Department,Tree Maint Frprs##,,
Parks Department,Spec Asst,,
Parks Department,Park Maint Foreprs##,,
Parks Department,Dog Offr(AnimalControlOffcr)##,,
Parks Department,Admin Asst (Parks/Finance),,
Parks Department,Finance Dir,,
Parks Department,Exec Asst (Parks & Rec),,
Parks Department,Sr Research Analyst (Parks&Rec,,
Parks Department,Community Relations Spec(P&R),,
Parks Department,Maint Mech Frprs (Plumber)##,,
Parks Department,Park Ranger II,,
Parks Department,Mechanic,,
Parks Department,Sr Admin Anl,,
Parks Department,Gen Maint Mech Frprs##,,
Parks Department,Sr Personnel Officer II,,
Parks Department,Contract Compliance Manager,,
Parks Department,Exec Sec  (P&R Comm Office),,
Parks Department,Admin Secretary,,
Parks Department,Admin Asst,,
Parks Department,Hvy Mtr Equip Oper & Lbr (P&R),,
Parks Department,HvyMtrEquipReprprs(HMER/Parks),,
Parks Department,Gardener Foreperson,,
Parks Department,Maint Mech Frprs (Painter)##,,
Parks Department,Head Storekeeper,,
Parks Department,Park Keeper,,
Parks Department,Maint Mech Frprs (Carpenter)##,,
Parks Department,Gardener,,
Parks Department,Animal Room Attendant,,
Parks Department,Head Admin Clerk,,
Parks Department,Research Analyst (P&R Tree),,
Parks Department,Contract Manager,,
Parks Department,Dog Offcr(Sr Animal Cntl Ofcr),,
Parks Department,Golf Course Operations Mgr,,
Parks Department,Maint Mech Frprs (Welder),,
Parks Department,Maint Mech (Painter)##,,
Parks Department,Laborer (Park),,
Parks Department,Motor Equip Oper & Lbr (P&R),,
Parks Department,Park Ranger I,,
Parks Department,Maint Mech (Carpenter)##,,
Parks Department,Staff Asst II,,
Parks Department,Maint Mech (Plumber)##,,
Parks Department,Maint Mech Helper##,,
Parks Department,Spec Hvy Meo,,
Parks Department,Golf Course Asst Supn,,
Parks Department,Prin Research Analyst,,
Parks Department,Head Clerk and Secretary,,
Parks Department,Graphic Arts Technician,,
Parks Department,Maint Mech (Welder)##,,
Parks Department,Head Clerk & Secretary,,
Parks Department,Head Clerk,,
Parks Department,Research analyst (P&R),,
Parks Department,"Dir, ExternalAffairs&Marketing",,
Parks Department,Employment Agreement,,
Parks Department,Summer Youth Worker,,
Parks Department,Greenhouse Gardener,,
Parks Department,Laborer Seasonal (Parks),,
Parks Department,BNBL Summer Program Director,,
Parks Department,Seasonal Park Ranger I,,
Parks Department,Staff Asst,,
Parks Department,Park Ranger I (Auxiliary),,
Parks Department,Staff Asst (Pt),,
Parks Department,Summer Program Assistant,,
Perry K-8,Principal Middle,,
Perry K-8,Teacher,,
Perry K-8,SpEd Support Svcs Coordinator,,
Perry K-8,Asst Principal Middle,,
Perry K-8,Prin Clerk/School Sec 19,,
Perry K-8,Paraprofessional,,
Perry K-8,Lunch Hour Monitors,,
Perry K-8,Nurse,,
Perry K-8,Before/After School Support,,
Perry K-8,Cafeteria Manager 10,,
Property Management,Chief Power Plant Eng,,
Property Management,Building Systems Engineer(PMD),,
Property Management,Third Class Sta Eng (New Ch),,
Property Management,Exec Asst (Pmd/Bldgs),,
Property Management,Sr Shift Supervisor,,
Property Management,Prin Admin Asst,,
Property Management,Exec Asst,,
Property Management,Chief BldgConstruction&RprDir,,
Property Management,Sr Admin Asst (Shift Supv),,
Property Management,Commissioner (Rpd),,
Property Management,Mech Equip Repairprs Foreprs,,
Property Management,Dir of Asset Management,,
Property Management,Director of Human Resources,,
Property Management,Dep Comm(A&F),,
Property Management,Mech Equip Repairprs (PM),,
Property Management,Sr Admin Anl,,
Property Management,Second Class Sta Engr (New Ch),,
Property Management,Sr Admin Asst (MangrSecrtySytm,,
Property Management,MechEquipRepairprsForeprs(PMD),,
Property Management,Operations Mgr (PMD),,
Property Management,Admin Asst (Chief Basic Serv),,
Property Management,Admin Asst (Prop Mgmt),,
Property Management,Mech Equip Repairperson,,
Property Management,Sr Computer Operator,,
Property Management,Admin Asst I (Prop Mgnt),,
Property Management,Sr Computer Oper (Shift Supv),,
Property Management,Admin Asst (PFD),,
Property Management,Spc Asst to the Commissioner,,
Property Management,MaintMechFrpr(PMD/GraffRemoval,,
Property Management,Contract Manager,,
Property Management,Special Assistant,,
Property Management,MaintMechPaint(PMDGraffRemoval,,
Property Management,Jr Building Custodian,,
Property Management,Asst Supn-Custodians (Oper),,
Property Management,Admin Asst,,
Property Management,Electrician##,,
Property Management,Sr Bldg Custodian (New Ch),,
Property Management,Garage Attendant,,
Property Management,Head Admin Clerk,,
Property Management,Maint Mech (Plumber) Rp##,,
Property Management,Telephone Operator (Prop Mgnt),,
Property Management,Head Clerk,,
Property Management,Alarm Specialist,,
Property Management,Alarm Technician,,
Public Facilities Department,Project Manager (PFD),,
Public Facilities Department,Dir,,
Public Facilities Department,Asst Dir,,
Public Facilities Department,Sr Project Mangr (PFD),,
Public Facilities Department,Chief of Staff,,
Public Facilities Department,Sr Review Architect (PFD),,
Public Facilities Department,Project Manager II (PFD),,
Public Facilities Department,Clerk of Works II (PFD),,
Public Facilities Department,Procurement/AP Manager,,
Public Facilities Department,Architectural Designer (PFD),,
Public Facilities Department,Exec Asst,,
Public Facilities Department,Sr Admin Anl,,
Public Facilities Department,Contract Manager (PFD),,
Public Facilities Department,Contracts  Administrator,,
Public Facilities Department,Admin Asst (PFD),,
Public Facilities Department,Admin Asst,,
Public Facilities Department,Admin Offcr (PFD),,
Public Facilities Department,Data Proc Sys Analyst 1,,
Public Works Department,Supn-Automotive Maint(Cfm),,
Public Works Department,Asst Supn of Street Operations,,
Public Works Department,Supn-Sanitation,,
Public Works Department,Spv/UtilityCompliance&Coordnti,,
Public Works Department,Sr Civil Engineer,,
Public Works Department,Supn Highway Maintenance,,
Public Works Department,Supn of Buildings and Bridges,,
Public Works Department,Assoc Electrical Engineer,,
Public Works Department,Division Engineer,,
Public Works Department,Chief Engineer(Pwd Highway Di),,
Public Works Department,Supv Struct Engr,,
Public Works Department,Dir of Fleet Management,,
Public Works Department,Prin Admin Asst,,
Public Works Department,Asst Supn-Collection&Disposal,,
Public Works Department,Logistics Specialist,,
Public Works Department,Assoc Civil Engineer,,
Public Works Department,Gen Main Mech Frprs(Cfm)##,,
Public Works Department,Recycling Coor,,
Public Works Department,Prin Civil Engineer,,
Public Works Department,Motor Equip Rep Frpr I (CFM)##,,
Public Works Department,Code Enforcement Off(Srgt),,
Public Works Department,Prin Admin Asst (Pwd),,
Public Works Department,Hvy Mtr Equip Repairpr Class I,,
Public Works Department,Hvy Mtr Equi Repairpr Class II,,
Public Works Department,Asst Electrical Engineer,,
Public Works Department,Prin Civil Eng (Fss)##,,
Public Works Department,Area Supv of Street Operations,,
Public Works Department,Supv-Highway Maint (Pwd),,
Public Works Department,Master Gen Maint Mech Forepr,,
Public Works Department,Jr Civil Eng,,
Public Works Department,Motor Equip Rep Frpr (CFM)##,,
Public Works Department,Prin Electrical Engineer,,
Public Works Department,Maint MechI(LightSrvRep/Pwd)##,,
Public Works Department,StreetlightingConstInsp(Pwd)##,,
Public Works Department,Hvy Mtr Equip Repprs (CFM)##,,
Public Works Department,Highway Maint Frprs (Pwd)##,,
Public Works Department,Supv-Street Lighting (Pwd),,
Public Works Department,Hvy Mtr Equ Repairpr Class III,,
Public Works Department,Sr Highway Maint CrftsprsPwd##,,
Public Works Department,Supv-Sanitation (Pwd),,
Public Works Department,Chief Highway Const Inspector,,
Public Works Department,Admin Asst (Gser Sec Hwy Pwd),,
Public Works Department,Maint Mech(LightSvcRpr)(Pwd)##,,
Public Works Department,Sr Admin Asst,,
Public Works Department,Drawtender##,,
Public Works Department,Maint Mech Frprs (Carpenter)##,,
Public Works Department,Building Maint Supv##,,
Public Works Department,Sr Research Analyst,,
Public Works Department,Highway Maint Inspector##,,
Public Works Department,Service Writer,,
Public Works Department,Construction Project Manager,,
Public Works Department,Code Enforce Offc,,
Public Works Department,Spec Hvy Meo,,
Public Works Department,Sr Engineering Aid,,
Public Works Department,Jr Civil Eng (Fss EngDivPwd)##,,
Public Works Department,Management Analyst,,
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,,
Public Works Department,Admin Secretary,,
Public Works Department,Street Permit Examiner,,
Public Works Department,Safety Inspector(C Fleet Mn),,
Public Works Department,First  Asst Drawtender##,,
Public Works Department,Permit Supervisor (Pwd),,
Public Works Department,Sanitation Insp##,,
Public Works Department,Head Storekeeper,,
Public Works Department,Admin Asst,,
Public Works Department,Paver##,,
Public Works Department,Admin Anl,,
Public Works Department,Maint Mech (Carpenter)##,,
Public Works Department,Head Admin Clerk,,
Public Works Department,Motor Equip Oper & Pw Lbr,,
Public Works Department,Maint Mech (Millwright)##,,
Public Works Department,Head Account Clerk,,
Public Works Department,Street Lighting Compliance Spc,,
Public Works Department,Head Clerk,,
Public Works Department,Prin Storekeeper,,
Public Works Department,Building Maint Person##,,
Public Works Department,Public Works Laborer,,
Public Works Department,Public Works Hokey,,
Public Works Department,Jr Eng Aid,,
Public Works Department,Asst Civil Engineer,,
Public Works Department,Intern I,,
Public Works Department,Laborer Seasonal  (PW),,
Public Works Department,FleetSupportServSystemOperator,,
Quincy Upper School,Headmaster,,
Quincy Upper School,Teacher,,
Quincy Upper School,Social Worker/Coordinator,,
Quincy Upper School,SpEd Support Svcs Coordinator,,
Quincy Upper School,Technician (B),,
Quincy Upper School,Staff Asst (B),,
Quincy Upper School,Prin Clerk/School Sec 19,,
Quincy Upper School,Community Field Coordinator,,
Quincy Upper School,Nurse,,
Quincy Upper School,Surround Care Paraprofessional,,
Quincy Upper School,Coord-Manager (B),,
Quincy Upper School,Cluster Substitute,,
Quincy Upper School,Lead Satellite Attendant B,,
Registry Division,City Registrar,,
Registry Division,First Asst City Registrar,,
Registry Division,Asst City Registrar,,
Registry Division,Admin Secretary,,
Registry Division,Deposition Clerk,,
Registry Division,Prin Clerk (Vitals/Registry),,
Research Assess & Eval,Director (E),,
Research Assess & Eval,Analyst (C),,
Research Assess & Eval,Director (D) (non-ac),,
Research Assess & Eval,Manager (C) (non-ac),,
Research Assess & Eval,Project Manager (C),,
Research Assess & Eval,Evaluation Specialist,,
Research Assess & Eval,Employment Agreement,,
Roosevelt K-8,Teacher,,
Roosevelt K-8,Principal Middle,,
Roosevelt K-8,SpEd Support Svcs Coordinator,,
Roosevelt K-8,Nurse,,
Roosevelt K-8,Asst Principal Elementary,,
Roosevelt K-8,Prin Clerk/School Sec 19,,
Roosevelt K-8,Paraprofessional,,
Roosevelt K-8,Lead Satellite Attendant B,,
Roosevelt K-8,Coord-Manager (B),,
Roosevelt K-8,Lunch Hour Monitors,,
Roosevelt K-8,Before/After School Support,,
Roosevelt K-8,Sub Lunch Monitor,,
School Support & Tranformation,Elementary Superintendent,,
School Support & Tranformation,Secondary Superintendent,,
School Support & Tranformation,Asst Superintendent,,
School Support & Tranformation,Academic Superintendent,,
School Support & Tranformation,Director (D) (non-ac),,
School Support & Tranformation,Staff Asst (B),,
School Support & Tranformation,Headmaster,,
School Support & Tranformation,Instructional Superintendent,,
Strategy Department,Asst Superintendent,,
Strategy Department,Deputy Superintendent-(non-ac),,
Strategy Department,Director (D) (non-ac),,
Strategy Department,Admin Asst (C),,
Strategy Department,Chief Accountability Officer,,
Student Support Svc,Director (E) (non-ac),,
Student Support Svc,Project Manager (C),,
Student Support Svc,Coord-Manager (C),,
Student Support Svc,Manager (C) (non-ac),,
Student Support Svc,Technician (B),,
Student Support Svc,Employment Agreement,,
Student Support Svc,Site Supervisor,,
Superintendent,Superintendent,,
Superintendent,Special Assistant (D),,
Superintendent,Employment Agreement,,
Superintendent,Senior Advisor (E),,
Superintendent,Intern 3,,
Teaching & Learning,Asst Superintendent,,
Teaching & Learning,Director (Basas 12B Acad),,
Teaching & Learning,Program Director (Basas 9A),,
Teaching & Learning,Prog Director Basas 11(non-ac),,
Teaching & Learning,Director (E),,
Teaching & Learning,Sen Prog Director (Basas 11B),,
Teaching & Learning,Teacher,,
Teaching & Learning,Asst Director (Basas 11B),,
Teaching & Learning,Sen  Program Coord (D),,
Teaching & Learning,Admin Asst (C),,
Teaching & Learning,Director (D) (non-ac),,
Teaching & Learning,Technician (B),,
Teaching & Learning,Employment Agreement,,
Teaching & Learning,Intern 3,,
Teaching & Learning,Sum Sch - BTU Prof,,
Tech Boston Academy,Headmaster,,
Tech Boston Academy,Chief Admin Officer,,
Tech Boston Academy,Teacher,,
Tech Boston Academy,Registrar,,
Tech Boston Academy,Social Worker/Coordinator,,
Tech Boston Academy,Program Director (Basas 9A),,
Tech Boston Academy,Coord-Manager (C),,
Tech Boston Academy,SpEd Support Svcs Coordinator,,
Tech Boston Academy,Librarian,,
Tech Boston Academy,Coordinator 9,,
Tech Boston Academy,Student Dev Counselor (1),,
Tech Boston Academy,Coordinator (C),,
Tech Boston Academy,Nurse,,
Tech Boston Academy,Clinical Coordinator,,
Tech Boston Academy,Community Field Coordinator,,
Tech Boston Academy,Jr Coordinator (B),,
Tech Boston Academy,Jr Coordinator (C),,
Tech Boston Academy,Head Staff Assistant 27,,
Tech Boston Academy,Cafeteria Manager14,,
Tech Boston Academy,Staff Asst (B),,
Tech Boston Academy,Paraprofessional,,
Tech Boston Academy,Technician (B),,
Tech Boston Academy,Surround Care Paraprofessional,,
Tech Boston Academy,Part-Time Cafeteria Attendant,,
Tech Boston Academy,Cluster Substitute,,
Tech Boston Academy,Employment Agreement,,
Tobin K-8,Principal Middle,,
Tobin K-8,Director Of Instruction,,
Tobin K-8,Teacher,,
Tobin K-8,Specialist (BTU),,
Tobin K-8,Community Field Coordinator,,
Tobin K-8,Nurse,,
Tobin K-8,Paraprofessional,,
Tobin K-8,Prin Clerk/School Sec 19,,
Tobin K-8,Cafeteria Manager 10,,
Tobin K-8,Part-Time Cafeteria Attendant,,
Tobin K-8,Cluster Substitute,,
Tobin K-8,Lunch Hour Monitors,,
Tobin K-8,Sub Lunch Monitor,,
Traffic Division,Supvising Traffic Engineer,,
Traffic Division,Trans Prog Planner V(Transp),,
Traffic Division,Chief Traffic Invest(Cat),,
Traffic Division,Asst Supv-Parking Enforcement,,
Traffic Division,Commissioner (T&P),,
Traffic Division,Dep Comm(Field Operations),,
Traffic Division,Traffic Engineering Director,,
Traffic Division,Operations Mgr BTD Oper Div,,
Traffic Division,Traffic Sign Supv,,
Traffic Division,Supv-Parking Enforcement,,
Traffic Division,Prin Admin Asst,,
Traffic Division,Sr Radio Communications Tech,,
Traffic Division,Sr Traffic Engineer,,
Traffic Division,Asst Traffic Sign Supv ##,,
Traffic Division,Trans Program Planner IV,,
Traffic Division,Supv-Parking Meter Operations,,
Traffic Division,Traffic Signal Supv,,
Traffic Division,WkgFrprsTraSignalRpprTest##,,
Traffic Division,Sr Parking Meter Supervisor II,,
Traffic Division,Exec Asst,,
Traffic Division,Sr Parking Meter Supervisor I,,
Traffic Division,Asst Dir of Parking Mgmt,,
Traffic Division,Sr Traffic Signal Repairprs I,,
Traffic Division,Prin Research Analyst,,
Traffic Division,Admin Asst,,
Traffic Division,Vehicle Impound Specialist ##,,
Traffic Division,Sr Traffic Investigator,,
Traffic Division,Sr Admin Asst,,
Traffic Division,Jr Traffic Engr,,
Traffic Division,Parking Meter Oper Frprs##,,
Traffic Division,Trans Program Planner III,,
Traffic Division,Sr Traffic Signal Repairprs II,,
Traffic Division,Dep Comm-Cen-Art/3Rd Har Tun,,
Traffic Division,Parking Meter Technology Specl,,
Traffic Division,Traffic Signal Repairprs##,,
Traffic Division,Admin Anl,,
Traffic Division,Sr Traffic Main Prs(Sign Fab),,
Traffic Division,Traffic Signal Inspector,,
Traffic Division,Asst Traffic Engineer,,
Traffic Division,Maint Mech (Painter) (T & P)##,,
Traffic Division,Parking Meter Supervisor,,
Traffic Division,Head Admin Clerk,,
Traffic Division,Sr Traffic Maint Person##,,
Traffic Division,Prin Traffic Investigator,,
Traffic Division,Gen Maint Mech,,
Traffic Division,Prin Storekeeper,,
Traffic Division,Claims Investigator(Opc),,
Traffic Division,Parking Meter Opr Person I##,,
Traffic Division,Parking Meter Oper Person I##,,
Traffic Division,Head Clerk,,
Traffic Division,Dispatcher,,
Traffic Division,Employment Agreement,,
Traffic Division,Sr Claims Investigator,,
Traffic Division,Intern I,,
Traffic Division,Active Transportation Coord,,
Traffic Division,Jr Eng Aid,,
Transportation-Parking Clerk,Asst Parking Clerk,,
Transportation-Parking Clerk,Prin Data Proc Systems Analyst,,
Transportation-Parking Clerk,Prin Admin Asst (Planning T&P),,
Transportation-Parking Clerk,Prin Admin Asst Customer Svrtp,,
Transportation-Parking Clerk,Sr Data Proc Sys Anl (BTD),,
Transportation-Parking Clerk,Prin Admin Asst(Btd),,
Transportation-Parking Clerk,Sr Data Proc Sys Anl,,
Transportation-Parking Clerk,Chief Claims Investigator I,,
Transportation-Parking Clerk,Data Proc Coordinator,,
Transportation-Parking Clerk,Data Proc Sys Analyst,,
Transportation-Parking Clerk,Chief Claims Investigator,,
Transportation-Parking Clerk,Head Cashier,,
Transportation-Parking Clerk,Admin Anl,,
Transportation-Parking Clerk,Sr Claims Investigator,,
Transportation-Parking Clerk,Teller,,
Transportation-Parking Clerk,Claims Investigator(Opc),,
Transportation-Parking Clerk,Hearings Employee,,
Treasury-Collecting Division,First Asst Coll-Trs (Trs/Col),,
Treasury-Collecting Division,Second Asst Coll-Trs (Trs/Col),,
Treasury-Collecting Division,Supv-Accounting,,
Treasury-Collecting Division,Prin Admin Asst (Trs/Col),,
Treasury-Collecting Division,Sr Programmer,,
Treasury-Collecting Division,Tax Title Supv (Trs/Col),,
Treasury-Collecting Division,Head Admin Clerk,,
Treasury-Collecting Division,Sr Legal Asst,,
Treasury-Collecting Division,Teller,,
Treasury-Collecting Division,Data Proc Sys Analyst 1,,
Treasury-Collecting Division,Dep Collector,,
Treasury-Collecting Division,Head Clerk,,
Treasury-Collecting Division,Employment Agreement,,
Treasury-Treasury Division,Collector-Treasurer,,
Treasury-Treasury Division,Second Asst Coll-Trs (Trs/Trs),,
Treasury-Treasury Division,Exec  Asst   (Treas/Treas),,
Treasury-Treasury Division,Dir,,
Treasury-Treasury Division,Chief of Staff,,
Treasury-Treasury Division,Supv-Accounting,,
Treasury-Treasury Division,DirCommunityPreservaCommittee,,
Treasury-Treasury Division,Trust Manager,,
Treasury-Treasury Division,Business Operations Mgr,,
Treasury-Treasury Division,Sr Admin Asst,,
Treasury-Treasury Division,Prin Admin Asst (Treas/Treas),,
Treasury-Treasury Division,Exec Asst   (Treasury),,
Treasury-Treasury Division,Prin Accountant,,
Treasury-Treasury Division,Management Analyst,,
Treasury-Treasury Division,Special Assistant,,
Treasury-Treasury Division,Employment Agreement,,
Treasury-Treasury Division,Admin Asst,,
Umana Middle,Principal Middle,,
Umana Middle,Specialist (BTU),,
Umana Middle,Teacher,,
Umana Middle,SpEd Support Svcs Coordinator,,
Umana Middle,Manager (D) (non-ac),,
Umana Middle,Guidance Counselor(1),,
Umana Middle,Community Field Coordinator,,
Umana Middle,Paraprofessional,,
Umana Middle,Cafeteria Manager16,,
Umana Middle,Security Para,,
Umana Middle,Asst Cafeteria Manager,,
Umana Middle,Sen Clerk-School Secretary 15,,
Umana Middle,Library Paraprofessional,,
Umana Middle,Cluster Substitute,,
Umana Middle,Prin Clerk/School Sec 19E,,
Umana Middle,Asst Principal Middle,,
Umana Middle,Part-Time Cafeteria Attendant,,
Umana Middle,Lunch Hour Monitors,,
Umana Middle,Nurse,,
Unified Student Svc,Chief of Student Support,,
Unified Student Svc,Specialist (BTU) non ac,,
Unified Student Svc,Coordinator (BTU),,
Unified Student Svc,Supervisor Of Attendance,,
Unified Student Svc,Senior Director (BASAS 12B),,
Unified Student Svc,Specialist (BTU),,
Unified Student Svc,Coordinator (C),,
Unified Student Svc,Director (E) (non-ac),,
Unified Student Svc,Analyst (C),,
Unified Student Svc,Tutor Home & Hospital,,
Unified Student Svc,Employment Agreement,,
Unified Student Svc,Director (D) (non-ac),,
"UP ""Unlocking Potential"" Acad",Principal Middle,,
"UP ""Unlocking Potential"" Acad",Teacher,,
"UP ""Unlocking Potential"" Acad",Director (Basas 10B) (non-ac),,
"UP ""Unlocking Potential"" Acad",Social Worker/Coordinator,,
"UP ""Unlocking Potential"" Acad",Coordinator (C),,
"UP ""Unlocking Potential"" Acad",Coord-Manager (C),,
"UP ""Unlocking Potential"" Acad",Asst Principal Middle,,
"UP ""Unlocking Potential"" Acad",Director (D) (non-ac),,
"UP ""Unlocking Potential"" Acad",Nurse,,
"UP ""Unlocking Potential"" Acad",Director (Basas 10B),,
"UP ""Unlocking Potential"" Acad",Paraprofessional,,
"UP ""Unlocking Potential"" Acad",Cafeteria Manager14,,
"UP ""Unlocking Potential"" Acad",Teacher-Mathematics,,
"UP ""Unlocking Potential"" Acad",Teacher-ELA,,
"UP ""Unlocking Potential"" Acad",SpEd Support Svcs Coordinator,,
"UP ""Unlocking Potential"" Acad",Part-Time Cafeteria Attendant,,
"UP ""Unlocking Potential"" Acad",School Psychologist(1),,
"UP ""Unlocking Potential"" Acad",Head Staff Asst 28 (HMCB),,
"UP ""Unlocking Potential"" Acad",Guidance Counselor(1),,
"UP ""Unlocking Potential"" Acad",Cluster Substitute ES,,
UP Academy Dorchester,Principal Middle,,
UP Academy Dorchester,Principal Elementary,,
UP Academy Dorchester,Teacher,,
UP Academy Dorchester,Director (D) (non-ac),,
UP Academy Dorchester,SpEd Support Svcs Coordinator,,
UP Academy Dorchester,Head Staff Asst 28 (HMCB),,
UP Academy Dorchester,Nurse,,
UP Academy Dorchester,Director (Basas 10B),,
UP Academy Dorchester,School Psychologist(1),,
UP Academy Dorchester,Social Worker/Coordinator,,
UP Academy Dorchester,Cluster Substitute ES,,
UP Academy Dorchester,Coordinator (C),,
UP Academy Dorchester,Coord-Manager (C),,
UP Academy Dorchester,Paraprofessional,,
UP Academy Dorchester,Cafeteria Manager16,,
UP Academy Dorchester,Director (Basas 10B) (non-ac),,
UP Academy Dorchester,Asst Cafeteria Manager,,
UP Academy Dorchester,Part-Time Cafeteria Attendant,,
UP Academy Dorchester,Director Of Instruction,,
UP Academy Dorchester,Cluster Substitute,,
UP Academy Dorchester,Intern 3,,
UP Academy Holland,Director (D) (non-ac),,
UP Academy Holland,Teacher,,
UP Academy Holland,Principal Elementary,,
UP Academy Holland,Director (Basas 10B),,
UP Academy Holland,Director Of Instruction,,
UP Academy Holland,School Psychologist(1),,
UP Academy Holland,Librarian,,
UP Academy Holland,Social Worker/Coordinator,,
UP Academy Holland,Speech & Language Pathologist,,
UP Academy Holland,Nurse,,
UP Academy Holland,Coordinator (C),,
UP Academy Holland,Occupational Therapist,,
UP Academy Holland,Cafeteria Manager16,,
UP Academy Holland,Head Staff Assistant 28,,
UP Academy Holland,Paraprofessional,,
UP Academy Holland,Asst Cafeteria Manager,,
UP Academy Holland,Specialist (BTU),,
UP Academy Holland,SpEd Support Svcs Coordinator,,
UP Academy Holland,One to One Para,,
UP Academy Holland,Part-Time Cafeteria Attendant,,
UP Academy Holland,Cluster Substitute ES,,
UP Academy Holland,Sen Clerk School Sec 766-15B,,
Veterans' Services,Commissioner (Vet),,
Veterans' Services,Sr Admin Anl,,
Veterans' Services,Prin Admin  Asst,,
Veterans' Services,Admin Asst,,
Veterans' Services,Burial Agent,,
Veterans' Services,HdAdmClerk/VeteransBenefitsSpc,,
Veterans' Services,Community Relations Specialist,,
Veterans' Services,Veterans Svcs Supv,,
Veterans' Services,Dep Comm-Veterans Bnfits & Svc,,
Warren/Prescott K-8,Principal Middle,,
Warren/Prescott K-8,Teacher,,
Warren/Prescott K-8,SpEd Support Svcs Coordinator,,
Warren/Prescott K-8,Specialist (BTU),,
Warren/Prescott K-8,Director (C),,
Warren/Prescott K-8,Prin Clerk/School Sec 19,,
Warren/Prescott K-8,Paraprofessional,,
Warren/Prescott K-8,Nurse,,
Warren/Prescott K-8,Lunch Hour Monitors,,
Warren/Prescott K-8,Lead Satellite Attendant B,,
Warren/Prescott K-8,Before/After School Support,,
Warren/Prescott K-8,Employment Agreement,,
Warren/Prescott K-8,Sub Lunch Monitor,,
West Roxbury Academy,Teacher,,
West Roxbury Academy,Headmaster,,
West Roxbury Academy,Community Field Coordinator,,
West Roxbury Academy,Coord-Manager (B),,
West Roxbury Academy,Part-Time Cafeteria Attendant,,
West Zone ELC,Teacher,,
West Zone ELC,Principal Elementary,,
West Zone ELC,SpEd Support Svcs Coordinator,,
West Zone ELC,Community Field Coordinator,,
West Zone ELC,Surround Care Paraprofessional,,
West Zone ELC,Prin Clerk/School Sec 19,,
Women's Advancement,Dir,,
Women's Advancement,Staff Asst II,,
Women's Advancement,Staff Asst III,,
Workers Compensation Service,Workers Comp Job Classificatn,,
WREC: Urban Science Academy,Teacher,,
WREC: Urban Science Academy,Headmaster,,
WREC: Urban Science Academy,Technician (B),,
WREC: Urban Science Academy,Coord-Manager (B),,
WREC: Urban Science Academy,Community Field Coordinator,,
WREC: Urban Science Academy,Prin Clerk/School Sec 19,,
WREC: Urban Science Academy,Specialist (BTU),,
WREC: Urban Science Academy,Paraprofessional,,
WREC: Urban Science Academy,Cluster Substitute,,
WREC: Urban Science Academy,Staff Asst (B),,
Young Achievers K-8,Teacher,,
Young Achievers K-8,Principal Elementary,,
Young Achievers K-8,Asst Principal Elementary,,
Young Achievers K-8,Student Services Coordinator,,
Young Achievers K-8,Specialist (BTU),,
Young Achievers K-8,Coordinator 4,,
Young Achievers K-8,Head Staff Assistant 28,,
Young Achievers K-8,Technician (B),,
Young Achievers K-8,Manager (C),,
Young Achievers K-8,Community Field Coordinator,,
Young Achievers K-8,SpEd Support Svcs Coordinator,,
Young Achievers K-8,Paraprofessional,,
Young Achievers K-8,Staff Asst (A),,
Young Achievers K-8,Nurse,,
Young Achievers K-8,Coord-Manager (B),,
Young Achievers K-8,Prin Clerk/School Sec 17,,
Young Achievers K-8,Cafeteria Manager14,,
Young Achievers K-8,Surround Care Paraprofessional,,
Young Achievers K-8,Cluster Substitute,,
Young Achievers K-8,Security Para,,
Young Achievers K-8,Social Worker/Coordinator,,
Young Achievers K-8,Part-Time Cafeteria Attendant,,
Young Achievers K-8,Lunch Hour Monitors,,
Young Achievers K-8,Sub Lunch Monitor,,
Youth Engagement & Employment,Director,,
Youth Engagement & Employment,Yth Employment Manager,,
Youth Engagement & Employment,Mayor's Youth Council Manager,,
Youth Engagement & Employment,Partnerships Manager,,
