,Fiscal Year,Fund Number,Fund Name,Cabinet/Secretariat Name,Department Code,Department Name,Appropriation/Account Number,Appropriation/Account Name,Beginning Balance/Prior Appropriation Continued (PAC),Original Enacted Budget (General Appropriation Act),Supplemental Budget Appropriations,Transfer In,Transfer Out,Authorized Retained Revenue Floor,Authorized Retained Revenue Ceiling,Retained Revenue Estimate,Retained Revenue Collected,Planned Savings (9C Spending Cut),Total Enacted Budget Appropriation,Other Statutorily Authorized Spending,Total Available for Spending,Total Expenses,Balance Forward/Prior Appropriation Continued (PAC),Unexpended/Reverted
10656,2016,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101020,Hampden Sheriff Inmate Transfers,0,542605,0,0,0,0,,0,0,0,542605,,542605,538598.61,0,4006.39
10699,2016,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89500001,PAROLE BOARD,0,0,0,100000,0,0,0,0,0,0,0,,100000,97504.14,0,2495.86
11230,2016,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,313412.79,18643.79,0,0,0,0,0,0,,294769,294768.99,0,0.01
11254,2016,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,2023743.68,123255.41,0,0,0,0,0,0,,1900488.27,1900488.27,0,0
11440,2016,10,General Fund,SHERIFF DEPARTMENTS,NSD,SHERIFF DEPARTMENT NANTUCKET,89108500,Nantucket Sheriff's Department,0,773079,0,278788.86,508175.25,0,0,0,0,0,773079,,543692.61,398988.3,0,144704.31
11484,2016,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108200,Barnstable Sheriff's Department,0,28061118,0,2541155.63,2298228.63,0,0,0,0,0,28061118,,28304045,28301471.63,0,2573.37
11683,2016,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108300,Bristol Sheriff's Department,0,43752046,0,10593834.35,5253169.59,0,0,0,0,0,43752046,,49092710.76,48723077.75,0,369633.01
11819,2016,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,145711,0,0,0,0,0,0,0,,145711,145006.78,0,704.22
11936,2016,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,67382545,0,3804398.36,3404434.35,0,0,0,0,0,67382545,,67782509.01,67778406.39,0,4102.62
13024,2016,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108310,Bristol Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
13795,2016,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
13824,2016,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,223058,3633,0,0,0,0,0,0,,219425,217134.7,0,2290.3
13921,2016,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,2704,0,0,0,0,0,0,0,,2704,2689.46,0,14.54
14616,2016,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,240000,71726757,0,2000500,2000500,0,0,0,0,0,71726757,,71966757,71570478.45,0,396278.55
14926,2016,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,254376,254376,254363.07,0,0,,254363.07,254363.07,0,0
15737,2016,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56100,0,0,0,0,0,0,0,,56100,56100,0,0
16320,2016,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,300000,300000,300000,0,0,,300000,295353.38,0,4646.62
16586,2016,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,28100100,STATE PARKS AND RECREATION,0,0,0,4066,0,0,0,0,0,0,0,,4066,357.81,0,3708.19
16808,2016,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
17639,2016,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,46429.61,0,0,0,0,0,0,0,,46429.61,46429.61,0,0
17648,2016,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52352.02,0,147.98
18014,2016,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,28100100,STATE PARKS AND RECREATION,0,0,0,2033,0,0,0,0,0,0,0,,2033,0,0,2033
18905,2016,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108210,Barnstable Sheriff Federal Reimbursement Retained Revenue,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
19060,2016,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101010,Hampden Sheriff Regional Mental Health Stab. Unit,0,1087493,0,113317,113317,0,0,0,0,0,1087493,,1087493,1081487,0,6006
19955,2016,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108810,Suffolk Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
20252,2016,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
21115,2016,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108610,Norfolk Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
21886,2016,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108318,Bristol County Sheriff Salary Adjustments,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
22820,2016,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,2424,0,0,0,0,0,0,0,,2424,2173.36,0,250.64
22831,2016,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,89108400,Dukes Sheriff's Department,0,2915947,0,573593.88,452382.79,0,0,0,0,0,2915947,,3037158.09,3037095.14,0,62.95
22890,2016,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
24024,2016,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,51012.15,0,0,0,0,0,0,0,,51012.15,47915.01,0,3097.14
24461,2016,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023309,Bureau of the State House,0,0,0,5000,0,0,0,0,0,0,0,,5000,0,0,5000
24580,2016,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,123596,0,0,0,0,0,0,0,,123596,76186.22,0,47409.78
25158,2016,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56200,0,0,0,0,0,0,0,,56200,56200,0,0
25375,2016,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108500,Nantucket Sheriff's Department,0,0,0,239692.48,10306.09,0,0,0,0,0,0,,229386.39,228970.63,0,415.76
25395,2016,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101030,Western Mass Regional Women's Correction,0,3570434,0,0,0,0,,0,0,0,3570434,,3570434,3557613.87,0,12820.13
25689,2016,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,3174,0,0,0,0,0,0,0,,3174,3154.27,0,19.73
25728,2016,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,643364,8000,0,0,0,0,0,0,,635364,594549.11,0,40814.89
26035,2016,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,127434,0,0,0,0,0,0,0,,127434,112402.94,0,15031.06
26069,2016,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,45924583,0,5599767.48,4486711.34,0,0,0,0,0,45924583,,47037639.14,47037639.14,0,0
26108,2016,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
26313,2016,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,585099.81,3028.81,0,0,0,0,0,0,,582071,582070.04,0,0.96
27088,2016,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101101,Middlesex Sheriff Mental Health Stab Unit,0,896387,0,10320.88,10320.88,0,0,0,0,0,896387,,896387,896387,0,0
27966,2016,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,0,53795787,0,30790048.44,14023421.12,0,0,0,0,0,53795787,,70562414.32,70562414.32,0,0
27980,2016,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,0,13655901,0,544371.05,150078,0,0,0,0,0,13655901,,14050194.05,14049675.28,0,518.77
27985,2016,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,143508,0,0,0,0,0,0,0,,143508,133891.5,0,9616.5
927,2015,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,349855.87,55241.87,0,0,0,0,0,0,,294614,294614,0,0
1602,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89100102,HAMPDEN COUNTY CORRECTIONS,0,69517654,0,1821400,896400,0,0,0,0,0,69517654,,70442654,69797004.75,240000,405649.25
2837,2015,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108310,Bristol Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,1671943.49,0,0,6000000,6000000,4433056.51,0,0,,6105000,6105000,0,0
2879,2015,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108800,Suffolk Sheriff's Department,0,97065703,0,24240167.77,23040971.77,0,0,0,0,0,97065703,,98264899,97712768.75,0,552130.25
2998,2015,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108710,Plymouth Sheriff's Department Federal Inmate Reimbursement R,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
3007,2015,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100105,WORCESTER COUNTY CORRECTIONS,0,44586199,0,8830974.03,7493534.19,0,0,0,0,0,44586199,,45923638.84,45923638.84,0,0
3042,2015,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,813779,22000,0,0,0,0,0,0,,791779,791711.08,0,67.92
3124,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,28100100,STATE PARKS AND RECREATION,0,0,0,2503.18,0,0,0,0,0,0,0,,2503.18,2503.18,0,0
3853,2015,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,51012.15,0,0,0,0,0,0,0,,51012.15,51007.81,0,4.34
4550,2015,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,82000200,FOR ADMINISTRATION OF TRAINING BY THE,0,0,0,66950.42,0,0,0,0,0,0,0,,66950.42,66144.73,0,805.69
4571,2015,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100108,FRANKLIN COUNTY CORRECTIONS,0,11146734,0,2449848.28,1069953,0,0,0,0,0,11146734,,12526629.28,12526629.28,0,0
5011,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100107,FORMER MIDDLESEX COUNTY CORRECTIONAL,0,64958580,0,6579682.86,4500968.11,0,0,0,0,0,64958580,,67037294.75,67037294.75,0,0
5975,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100160,CRIMINAL ALIEN ASSISTANCE RETAINED REV,0,0,0,0,0,0,850000,850000,318211,0,0,,318211,317602.5,0,608.5
6171,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101030,Western Mass Regional Women's Correction,0,3252370,0,0,0,0,,0,0,0,3252370,,3252370,3183882.65,0,68487.35
6310,2015,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,118886.2,18886.2,0,0,0,0,0,0,,100000,99929.11,0,70.89
6333,2015,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,57431.25,1231.25,0,0,0,0,0,0,,56200,56200,0,0
6386,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101010,Hampden Sheriff Regional Mental Health Stab. Unit,0,1013157,0,114000,114000,0,0,0,0,0,1013157,,1013157,993035.71,0,20121.29
7413,2015,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101112,Hampshire Regional Lockup Retained Revenue,0,0,0,2996,0,0,200000,200000,167353,0,0,,170349,167361.1,0,2987.9
7570,2015,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108300,Bristol Sheriff's Department,0,38294679,0,15357598.89,11951382.27,0,0,0,0,0,38294679,,41700895.62,41700895.62,0,0
9255,2015,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100145,BERKSHIRE SHERIFF'S DEPARTMENT,0,17306275,0,288389,35000,0,0,0,0,0,17306275,,17559664,17313825.94,0,245838.06
9632,2015,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100188,Franklin Sheriff Federal RR,0,0,0,143124.79,143124.79,0,,2500000,2544243.6,0,0,,2544243.6,2499999.39,0,44244.21
9871,2015,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,1463054.73,101710.73,0,0,0,0,0,0,,1361344,1344776.65,0,16567.35
9951,2015,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,89108610,Norfolk Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,1000000,1000000,216485.9,0,0,,216485.9,216472.77,0,13.13
10122,2015,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,89108700,Plymouth Sheriff's Department,0,53149805,0,19680750.42,14599110.42,0,0,0,0,0,53149805,,58231445,58226244.59,0,5200.41
10394,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101000,HAMPDEN PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,2990332,2990332,2750980,0,0,,2750980,2738390.59,0,12589.41
10724,2015,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,2027074.59,117264.59,0,0,0,0,0,0,,1909810,1909810,0,0
11543,2015,10,General Fund,SHERIFF DEPARTMENTS,SDD,SHERIFF DEPARTMENT DUKES,89108400,Dukes Sheriff's Department,0,2915947,0,340737.98,322948.1,0,0,0,0,0,2915947,,2933736.88,2932823.83,0,913.05
11644,2015,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,653130,18000,0,0,0,0,0,0,,635130,634173.98,0,956.02
11717,2015,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,89108318,Bristol County Sheriff Salary Adjustments,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
11796,2015,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100446,Berkshire Retained Revenue from Pittsfield Schools,0,0,0,0,0,0,500000,500000,202629.81,0,0,,202629.81,202629.78,0,0.03
13488,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89102222,HAMPDEN SHERIFF FEDERAL RR,0,0,0,44148.87,44148.87,0,,650000,595158.61,0,0,,595158.61,546458.98,0,48699.63
14639,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,238451.2,31182.2,0,0,0,0,0,0,,207269,199123,0,8146
14760,2015,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,11023309,Bureau of the State House,0,0,0,5000,0,0,0,0,0,0,0,,5000,4251.48,0,748.52
15026,2015,10,General Fund,SHERIFF DEPARTMENTS,SDP,SHERIFF DEPARTMENT PLYMOUTH,28100100,STATE PARKS AND RECREATION,0,0,0,2648.95,698.42,0,0,0,0,0,0,,1950.53,1950.53,0,0
15033,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,89101020,Hampden Sheriff Inmate Transfers,0,512000,0,0,0,0,,0,0,0,512000,,512000,501351.83,0,10648.17
15766,2015,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108210,Barnstable Sheriff Federal Reimbursement Retained Revenue,0,0,0,0,0,0,250000,250000,250000,0,0,,250000,250000,0,0
16002,2015,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,136129,0,0,0,0,0,0,0,,136129,134043.3,0,2085.7
16281,2015,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,80700,0,0,0,0,0,0,0,,80700,75743.55,0,4956.45
16533,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89100003,Mental Health Forensics Services,0,0,0,20300,20300,0,0,0,0,0,0,,0,0,0,0
16948,2015,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,70200,0,0,0,0,0,0,0,,70200,70200,0,0
17258,2015,10,General Fund,SHERIFF DEPARTMENTS,NSD,SHERIFF DEPARTMENT NANTUCKET,89108500,Nantucket Sheriff's Department,0,772328,0,671056.74,920443.13,0,0,0,0,0,772328,,522941.61,323349.14,0,199592.47
17888,2015,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108200,Barnstable Sheriff's Department,0,27132798,0,3498593.52,2438459.21,0,0,0,0,0,27132798,,28192932.31,28192932.31,0,0
18058,2015,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100888,Franklin Sheriff Industries RR,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
19601,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101101,Middlesex Sheriff Mental Health Stab Unit,0,896387,0,10150,10150,0,0,0,0,0,896387,,896387,890601.02,0,5785.98
19741,2015,10,General Fund,SHERIFF DEPARTMENTS,SDH,SHERIFF DEPARTMENT HAMPDEN,70660040,Bridges to College,12976.12,0,0,105887.51,7138.51,0,0,0,0,0,0,,111725.12,93969.51,17755.61,0
19817,2015,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89100619,ESSEX SHERIFF'S DEPARTMENT,0,50532475,0,18763812.34,11714990.11,0,0,0,0,0,50532475,,57581297.23,57581297.23,0,0
20651,2015,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,52500,0,0,0,0,0,0,0,,52500,52380.76,0,119.24
20878,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,77200,0,0,0,0,0,0,0,,77200,77200,0,0
20906,2015,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,89108500,Nantucket Sheriff's Department,0,0,0,260167.63,10781.24,0,0,0,0,0,0,,249386.39,249298.29,0,88.1
21090,2015,10,General Fund,SHERIFF DEPARTMENTS,SDN,SHERIFF DEPARTMENT NORFOLK,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,56100,0,0,0,0,0,0,0,,56100,55926.81,0,173.19
21210,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,118506,200,0,0,0,0,0,0,,118306,115386.98,0,2919.02
21245,2015,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,89100288,Franklin Sheriff's Department Federal Transport,0,0,0,31400.6,31400.6,0,,450000,332692.99,0,0,,332692.99,332692.15,0,0.84
21705,2015,10,General Fund,SHERIFF DEPARTMENTS,SDA,SHERIFFS DEPARTMENT ASSOCIATION,89107110,MASS SHERIFF'S ASSOCIATION Operations,0,344790,0,13404,0,0,,0,0,0,344790,,358194,354634.27,0,3559.73
21794,2015,10,General Fund,SHERIFF DEPARTMENTS,BSD,SHERIFF DEPARTMENT BRISTOL,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,63100,0,0,0,0,0,0,0,,63100,63099.96,0,0.04
22522,2015,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89100110,HAMPSHIRE COUNTY CORRECTIONS,0,13298440,0,543897.34,29980.75,0,0,0,0,0,13298440,,13812356.59,13812356.59,0,0
23352,2015,10,General Fund,SHERIFF DEPARTMENTS,SDS,SHERIFF DEPARTMENT SUFFOLK,89108810,Suffolk Sheriff's Department Federal Inmate Reimbursement Re,0,0,0,0,0,0,8500000,8500000,6351708.21,0,0,,6351708.21,6337160.55,0,14547.66
23606,2015,10,General Fund,SHERIFF DEPARTMENTS,SDB,SHERIFF DEPARTMENT BERKSHIRE,89100445,BERKSHIRE SHERIFF'S RETAINED REVENUE,0,0,0,0,0,0,300000,300000,300000,0,0,,300000,290311.32,0,9688.68
23825,2015,10,General Fund,SHERIFF DEPARTMENTS,SDW,SHERIFF DEPARTMENT WORCESTER,89100106,Reimbursement from Housing,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0
24634,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,3391003,COMMUNITY CORRECTIONS ADMINISTRATION,0,0,0,584072,2250,0,0,0,0,0,0,,581822,581819.06,0,2.94
24814,2015,10,General Fund,SHERIFF DEPARTMENTS,SDE,SHERIFF DEPARTMENT ESSEX,89106619,ESSEX SHERIFF FEDERAL RR,0,0,0,0,0,0,2000000,2000000,2000000,0,0,,2000000,2000000,0,0
25226,2015,10,General Fund,SHERIFF DEPARTMENTS,SDF,SHERIFF DEPARTMENT FRANKLIN,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,154909.3,30048.3,0,0,0,0,0,0,,124861,123967.3,0,893.7
25632,2015,10,General Fund,SHERIFF DEPARTMENTS,SDM,SHERIFF DEPARTMENT MIDDLESEX,89101100,MIDDLESEX PRISON INDUSTRIES RETAINED,0,0,0,0,0,0,75000,75000,16769.75,0,0,,16769.75,16534.99,0,234.76
25694,2015,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,89101127,Hampshire Sheriff's Federal Inmate ReimbursementRR,0,0,0,0,0,0,250000,250000,66528,0,0,,66528,66528,0,0
25735,2015,10,General Fund,SHERIFF DEPARTMENTS,HSD,SHERIFF DEPARTMENT HAMPSHIRE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,0,0,0,137310,500,0,0,0,0,0,0,,136810,134563.4,0,2246.6
27266,2015,10,General Fund,SHERIFF DEPARTMENTS,SDC,SHERIFF DEPARTMENT BARNSTABLE,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,0,0,0,46429.61,0,0,0,0,0,0,0,,46429.61,46429.61,0,0
